ID ,Water consumption (MGal/year),Fuel type,Cooling ID
NJ_15147_2398_2101_2101_PLANT_Natural Gas and Other Gases,109.87299999999999,Natural Gas and Other Gases,NJ_15147_2398_PLANT
NJ_15147_2398_2101_2201_PLANT_Natural Gas and Other Gases,109.87299999999999,Natural Gas and Other Gases,NJ_15147_2398_PLANT
NJ_15147_2406_2101_21_PLANT_Natural Gas and Other Gases,757.2039999999998,Natural Gas and Other Gases,NJ_15147_2406_PLANT
NJ_15147_2406_2101_22_PLANT_Natural Gas and Other Gases,757.2039999999998,Natural Gas and Other Gases,NJ_15147_2406_PLANT
MO_5860_7296_2-2_HRSG21_HRC_Natural Gas and Other Gases,235.3,Natural Gas and Other Gases,MO_5860_7296_HRC
MO_5860_7296_2-2_HRSG22_HRC_Natural Gas and Other Gases,235.3,Natural Gas and Other Gases,MO_5860_7296_HRC
IN_61137_55502_2200_2A_PLANT_Natural Gas and Other Gases,1585.281,Natural Gas and Other Gases,IN_61137_55502_PLANT
IN_61137_55502_2200_2B_PLANT_Natural Gas and Other Gases,1585.281,Natural Gas and Other Gases,IN_61137_55502_PLANT
NJ_15147_2398_2201_1101_PLANT_Natural Gas and Other Gases,109.87299999999999,Natural Gas and Other Gases,NJ_15147_2398_PLANT
NJ_15147_2398_2201_1201_PLANT_Natural Gas and Other Gases,109.87299999999999,Natural Gas and Other Gases,NJ_15147_2398_PLANT
NJ_15147_2398_2201_1301_PLANT_Natural Gas and Other Gases,109.87299999999999,Natural Gas and Other Gases,NJ_15147_2398_PLANT
NJ_15147_2398_2201_1401_PLANT_Natural Gas and Other Gases,109.87299999999999,Natural Gas and Other Gases,NJ_15147_2398_PLANT
NJ_15147_2398_2201_2101_PLANT_Natural Gas and Other Gases,109.87299999999999,Natural Gas and Other Gases,NJ_15147_2398_PLANT
NJ_15147_2398_2201_2201_PLANT_Natural Gas and Other Gases,109.87299999999999,Natural Gas and Other Gases,NJ_15147_2398_PLANT
NJ_15147_2406_2201_21_PLANT_Natural Gas and Other Gases,757.2039999999998,Natural Gas and Other Gases,NJ_15147_2406_PLANT
NJ_15147_2406_2201_22_PLANT_Natural Gas and Other Gases,757.2039999999998,Natural Gas and Other Gases,NJ_15147_2406_PLANT
MO_5860_7296_2-3_HRSG21_HRC_Natural Gas and Other Gases,235.3,Natural Gas and Other Gases,MO_5860_7296_HRC
MO_5860_7296_2-3_HRSG22_HRC_Natural Gas and Other Gases,235.3,Natural Gas and Other Gases,MO_5860_7296_HRC
NJ_15147_2398_2301_2101_PLANT_Natural Gas and Other Gases,109.87299999999999,Natural Gas and Other Gases,NJ_15147_2398_PLANT
NJ_15147_2398_2301_2201_PLANT_Natural Gas and Other Gases,109.87299999999999,Natural Gas and Other Gases,NJ_15147_2398_PLANT
CA_9216_389_2A_UNIT 2_2_Natural Gas and Other Gases,226.68,Natural Gas and Other Gases,CA_9216_389_2
PA_63032_3096_2A_HRSG2A_CW_Natural Gas and Other Gases,27.872,Natural Gas and Other Gases,PA_63032_3096_CW
PA_63032_3096_2A_HRSG2B_CW_Natural Gas and Other Gases,27.872,Natural Gas and Other Gases,PA_63032_3096_CW
PA_63032_3096_2A_HRSG3_CW_Natural Gas and Other Gases,27.872,Natural Gas and Other Gases,PA_63032_3096_CW
FL_10376_7238_2A_MS2B_CS2_Natural Gas and Other Gases,103.152,Natural Gas and Other Gases,FL_10376_7238_CS2
MI_4254_55087_2A_2A_CIRC_Natural Gas and Other Gases,713.9350000000001,Natural Gas and Other Gases,MI_4254_55087_CIRC
MI_4254_55087_2A_2B_CIRC_Natural Gas and Other Gases,713.9350000000001,Natural Gas and Other Gases,MI_4254_55087_CIRC
MI_21579_55297_2A_HRSG2_PLANT_Natural Gas and Other Gases,1408.912,Natural Gas and Other Gases,MI_21579_55297_PLANT
FL_6452_56407_2A_PWC21_PLANT_Natural Gas and Other Gases,5289.137,Natural Gas and Other Gases,FL_6452_56407_PLANT
FL_6452_56407_2A_PWC22_PLANT_Natural Gas and Other Gases,5289.137,Natural Gas and Other Gases,FL_6452_56407_PLANT
FL_6452_56407_2A_PWC23_PLANT_Natural Gas and Other Gases,5289.137,Natural Gas and Other Gases,FL_6452_56407_PLANT
AZ_803_117_2B_2B_CC1-3_Natural Gas and Other Gases,305.0,Natural Gas and Other Gases,AZ_803_117_CC1-3
PA_63032_3096_2B_HRSG2A_CW_Natural Gas and Other Gases,27.872,Natural Gas and Other Gases,PA_63032_3096_CW
PA_63032_3096_2B_HRSG2B_CW_Natural Gas and Other Gases,27.872,Natural Gas and Other Gases,PA_63032_3096_CW
PA_63032_3096_2B_HRSG3_CW_Natural Gas and Other Gases,27.872,Natural Gas and Other Gases,PA_63032_3096_CW
MI_4254_55087_2B_2A_CIRC_Natural Gas and Other Gases,713.9350000000001,Natural Gas and Other Gases,MI_4254_55087_CIRC
MI_4254_55087_2B_2B_CIRC_Natural Gas and Other Gases,713.9350000000001,Natural Gas and Other Gases,MI_4254_55087_CIRC
FL_6452_56407_2B_PWC21_PLANT_Natural Gas and Other Gases,5289.137,Natural Gas and Other Gases,FL_6452_56407_PLANT
FL_6452_56407_2B_PWC22_PLANT_Natural Gas and Other Gases,5289.137,Natural Gas and Other Gases,FL_6452_56407_PLANT
FL_6452_56407_2B_PWC23_PLANT_Natural Gas and Other Gases,5289.137,Natural Gas and Other Gases,FL_6452_56407_PLANT
MI_4254_55087_2C_2A_CIRC_Natural Gas and Other Gases,713.9350000000001,Natural Gas and Other Gases,MI_4254_55087_CIRC
MI_4254_55087_2C_2B_CIRC_Natural Gas and Other Gases,713.9350000000001,Natural Gas and Other Gases,MI_4254_55087_CIRC
FL_6452_56407_2C_PWC21_PLANT_Natural Gas and Other Gases,5289.137,Natural Gas and Other Gases,FL_6452_56407_PLANT
FL_6452_56407_2C_PWC22_PLANT_Natural Gas and Other Gases,5289.137,Natural Gas and Other Gases,FL_6452_56407_PLANT
FL_6452_56407_2C_PWC23_PLANT_Natural Gas and Other Gases,5289.137,Natural Gas and Other Gases,FL_6452_56407_PLANT
FL_6455_7302_2GT_2A_1_Natural Gas and Other Gases,7926.66,Natural Gas and Other Gases,FL_6455_7302_1
FL_6455_7302_2GT_2B_1_Natural Gas and Other Gases,7926.66,Natural Gas and Other Gases,FL_6455_7302_1
GA_13994_55382_2GT1_2H1100_PLANT_Natural Gas and Other Gases,1714.815,Natural Gas and Other Gases,GA_13994_55382_PLANT
GA_13994_55382_2GT1_2H2100_PLANT_Natural Gas and Other Gases,1714.815,Natural Gas and Other Gases,GA_13994_55382_PLANT
OH_59924_55736_2GT1_2HR1_2CCW_Natural Gas and Other Gases,1550.2830000000001,Natural Gas and Other Gases,OH_59924_55736_2CCW
OH_59924_55736_2GT1_2HR2_2CCW_Natural Gas and Other Gases,1550.2830000000001,Natural Gas and Other Gases,OH_59924_55736_2CCW
FL_6455_7302_2GT2_2A_1_Natural Gas and Other Gases,7926.66,Natural Gas and Other Gases,FL_6455_7302_1
FL_6455_7302_2GT2_2B_1_Natural Gas and Other Gases,7926.66,Natural Gas and Other Gases,FL_6455_7302_1
GA_13994_55382_2GT2_2H1100_PLANT_Natural Gas and Other Gases,1714.815,Natural Gas and Other Gases,GA_13994_55382_PLANT
GA_13994_55382_2GT2_2H2100_PLANT_Natural Gas and Other Gases,1714.815,Natural Gas and Other Gases,GA_13994_55382_PLANT
OH_59924_55736_2GT2_2HR1_2CCW_Natural Gas and Other Gases,1550.2830000000001,Natural Gas and Other Gases,OH_59924_55736_2CCW
OH_59924_55736_2GT2_2HR2_2CCW_Natural Gas and Other Gases,1550.2830000000001,Natural Gas and Other Gases,OH_59924_55736_2CCW
FL_6455_628_2GTA_CC2BA_CC2CS_Natural Gas and Other Gases,1379.2,Natural Gas and Other Gases,FL_6455_628_CC2CS
FL_6455_628_2GTA_CC2BB_CC2CS_Natural Gas and Other Gases,1379.2,Natural Gas and Other Gases,FL_6455_628_CC2CS
FL_6455_628_2GTB_CC2BA_CC2CS_Natural Gas and Other Gases,1379.2,Natural Gas and Other Gases,FL_6455_628_CC2CS
FL_6455_628_2GTB_CC2BB_CC2CS_Natural Gas and Other Gases,1379.2,Natural Gas and Other Gases,FL_6455_628_CC2CS
FL_6455_7302_2ST_2A_1_Natural Gas and Other Gases,7926.66,Natural Gas and Other Gases,FL_6455_7302_1
FL_6455_7302_2ST_2B_1_Natural Gas and Other Gases,7926.66,Natural Gas and Other Gases,FL_6455_7302_1
OH_59924_55736_2ST_2HR1_2CCW_Natural Gas and Other Gases,1550.2830000000001,Natural Gas and Other Gases,OH_59924_55736_2CCW
OH_59924_55736_2ST_2HR2_2CCW_Natural Gas and Other Gases,1550.2830000000001,Natural Gas and Other Gases,OH_59924_55736_2CCW
FL_6452_56407_2ST_PWC21_PLANT_Natural Gas and Other Gases,5289.137,Natural Gas and Other Gases,FL_6452_56407_PLANT
FL_6452_56407_2ST_PWC22_PLANT_Natural Gas and Other Gases,5289.137,Natural Gas and Other Gases,FL_6452_56407_PLANT
FL_6452_56407_2ST_PWC23_PLANT_Natural Gas and Other Gases,5289.137,Natural Gas and Other Gases,FL_6452_56407_PLANT
GA_13994_55382_2STG_2H1100_PLANT_Natural Gas and Other Gases,1714.815,Natural Gas and Other Gases,GA_13994_55382_PLANT
GA_13994_55382_2STG_2H2100_PLANT_Natural Gas and Other Gases,1714.815,Natural Gas and Other Gases,GA_13994_55382_PLANT
AL_18642_46_3_NSS3_SITE_Nuclear,10461.0,Nuclear,AL_18642_46_SITE
AZ_803_113_3_3_3_Coal,1224.0,Coal,AZ_803_113_3
SC_17543_130_3_3_3_Coal,1280.508,Coal,SC_17543_130_3
CA_7294_377_3_3_PLANT_Natural Gas and Other Gases,50.683,Natural Gas and Other Gases,CA_7294_377_PLANT
CO_15466_469_3_3_PLANT_Coal,746.8560000000001,Coal,CO_15466_469_PLANT
CO_15466_470_3_3_PLANT_Coal,3583.652,Coal,CO_15466_470_PLANT
AL_189_533_3_HRSG1_MCWCT_Natural Gas and Other Gases,47.18000000000001,Natural Gas and Other Gases,AL_189_533_MCWCT
DE_56609_593_3_3_3_Natural Gas and Other Gases,13.427,Natural Gas and Other Gases,DE_56609_593_3
FL_6452_620_3_PSN3_3CWS_Petroleum Products,2624.0730000000003,Petroleum Products,FL_6452_620_3CWS
GA_7140_649_3_NSS3_PLANT_Nuclear,15999.060000000001,Nuclear,GA_7140_649_PLANT
FL_10623_676_3_3_U3_Coal,152.11,Coal,FL_10623_676_U3
GA_7140_703_3_3BLR_3CT_Coal,717.865,Coal,GA_7140_703_3CT
IL_55951_869_3_NSS3_PLANT_Nuclear,6212.592000000001,Nuclear,IL_55951_869_PLANT
IL_5517_889_3_3_1_Coal,4795.04,Coal,IL_5517_889_1
IL_17828_963_3_33_33_Coal,124.745,Coal,IL_17828_963_33
IL_17632_976_3_123_1-4_Coal,886.0,Coal,IL_17632_976_1-4
IN_15470_1007_3_CT3_PLANT_Natural Gas and Other Gases,101.74199999999999,Natural Gas and Other Gases,IN_15470_1007_PLANT
IN_15470_1007_3_CT4_PLANT_Natural Gas and Other Gases,101.74199999999999,Natural Gas and Other Gases,IN_15470_1007_PLANT
IN_15470_1007_3_CT5_PLANT_Natural Gas and Other Gases,101.74199999999999,Natural Gas and Other Gases,IN_15470_1007_PLANT
KS_22500_1250_3_3_PLANT_Coal,1420.9969999999998,Coal,KS_22500_1250_PLANT
KY_10171_1355_3_3_3_Coal,615.2250000000001,Coal,KY_10171_1355_3
KY_10171_1356_3_3_3_Coal,2011.0030000000002,Coal,KY_10171_1356_3
KY_10171_1356_3_3_4_Coal,1743.471,Coal,KY_10171_1356_4
KY_11249_1364_3_3_3_Coal,1401.43,Coal,KY_11249_1364_3
LA_11241_1402_3_3_3_Natural Gas and Other Gases,6010.900000000001,Natural Gas and Other Gases,LA_11241_1402_3
LA_17698_1417_3_3_CW_Natural Gas and Other Gases,22.109999999999996,Natural Gas and Other Gases,LA_17698_1417_CW
MD_12653_1571_3_3_3_Natural Gas and Other Gases,0.006,Natural Gas and Other Gases,MD_12653_1571_3
MI_4254_1702_3_3_3_Natural Gas and Other Gases,7.069000000000001,Natural Gas and Other Gases,MI_4254_1702_3
MI_5109_1740_3_3_CWS_Coal,41.55,Coal,MI_5109_1740_CWS
MI_5109_1743_3_3_1_Coal,24.108,Coal,MI_5109_1743_1
MN_12647_1893_3_3_CS3_Coal,714.986,Coal,MN_12647_1893_CS3
MS_12686_2049_3_3_OTCW_Natural Gas and Other Gases,1026.732,Natural Gas and Other Gases,MS_12686_2049_OTCW
MS_17568_2070_3_3_A_Natural Gas and Other Gases,0.41600000000000004,Natural Gas and Other Gases,MS_17568_2070_A
MO_56211_2098_3_1_1_Natural Gas and Other Gases,0.001,Natural Gas and Other Gases,MO_56211_2098_1
MO_56211_2098_3_2_1_Natural Gas and Other Gases,0.001,Natural Gas and Other Gases,MO_56211_2098_1
MO_56211_2098_3_4_1_Natural Gas and Other Gases,0.001,Natural Gas and Other Gases,MO_56211_2098_1
MO_56211_2098_3_5_1_Natural Gas and Other Gases,0.001,Natural Gas and Other Gases,MO_56211_2098_1
MO_56211_2098_3_1_2_Natural Gas and Other Gases,0.012,Natural Gas and Other Gases,MO_56211_2098_2
MO_56211_2098_3_2_2_Natural Gas and Other Gases,0.012,Natural Gas and Other Gases,MO_56211_2098_2
MO_56211_2098_3_4_2_Natural Gas and Other Gases,0.012,Natural Gas and Other Gases,MO_56211_2098_2
MO_56211_2098_3_5_2_Natural Gas and Other Gases,0.012,Natural Gas and Other Gases,MO_56211_2098_2
MO_56211_2098_3_1_3_Natural Gas and Other Gases,0.016,Natural Gas and Other Gases,MO_56211_2098_3
MO_56211_2098_3_2_3_Natural Gas and Other Gases,0.016,Natural Gas and Other Gases,MO_56211_2098_3
MO_56211_2098_3_3_3_Natural Gas and Other Gases,0.016,Natural Gas and Other Gases,MO_56211_2098_3
MO_56211_2098_3_4_3_Natural Gas and Other Gases,0.016,Natural Gas and Other Gases,MO_56211_2098_3
MO_56211_2098_3_5_3_Natural Gas and Other Gases,0.016,Natural Gas and Other Gases,MO_56211_2098_3
MO_56211_2098_3_8_3_Natural Gas and Other Gases,0.016,Natural Gas and Other Gases,MO_56211_2098_3
MO_924_2168_3_MB3_CW3_Coal,210.48,Coal,MO_924_2168_CW3
NV_17166_2336_3_3_1_Natural Gas and Other Gases,7.603,Natural Gas and Other Gases,NV_17166_2336_1
NM_15473_2450_3_3_3_Natural Gas and Other Gases,50.60799999999999,Natural Gas and Other Gases,NM_15473_2450_3
NC_5416_2718_3_3_3_Coal,5.989000000000001,Coal,NC_5416_2718_3
NC_5416_2727_3_3_3_Coal,52.574999999999996,Coal,NC_5416_2727_3
OH_61412_2828_3_3_3_Coal,1991.929,Coal,OH_61412_2828_3
OK_14063_2956_3_3_CP_Natural Gas and Other Gases,427.24699999999996,Natural Gas and Other Gases,OK_14063_2956_CP
OK_15474_2963_3_3313_PLANT_Coal,1278.1800000000003,Coal,OK_15474_2963_PLANT
OK_20447_3006_3_3_3_Natural Gas and Other Gases,0.242,Natural Gas and Other Gases,OK_20447_3006_3
OK_20447_3008_3_3_PLANT_Natural Gas and Other Gases,70.111,Natural Gas and Other Gases,OK_20447_3008_PLANT
PA_63032_3096_3_HRSG2A_CW_Natural Gas and Other Gases,27.872,Natural Gas and Other Gases,PA_63032_3096_CW
PA_63032_3096_3_HRSG2B_CW_Natural Gas and Other Gases,27.872,Natural Gas and Other Gases,PA_63032_3096_CW
PA_63032_3096_3_HRSG3_CW_Natural Gas and Other Gases,27.872,Natural Gas and Other Gases,PA_63032_3096_CW
PA_58615_3122_3_3_PLANT_Coal,2433.302,Coal,PA_58615_3122_PLANT
PA_63044_3131_3_3_1_Natural Gas and Other Gases,9.759,Natural Gas and Other Gases,PA_63044_3131_1
PA_15537_3140_3_3_3_Coal,712.858,Coal,PA_15537_3140_3
PA_15276_3148_3_3_3_Natural Gas and Other Gases,186.573,Natural Gas and Other Gases,PA_15276_3148_3
PA_6035_3161_3_3_3_Natural Gas and Other Gases,5.130000000000001,Natural Gas and Other Gases,PA_6035_3161_3
PA_55951_3166_3_NSS3_PLANT_Nuclear,7778.648,Nuclear,PA_55951_3166_PLANT
TN_18642_3393_3_3_1_Coal,254.0,Coal,TN_18642_3393_1
TN_18642_3406_3_3_1_Coal,12.0,Coal,TN_18642_3406_1
TX_5701_3456_3_3_3_Natural Gas and Other Gases,162.75699999999995,Natural Gas and Other Gases,TX_5701_3456_3
TX_55937_3459_3_3_3_Natural Gas and Other Gases,217.696,Natural Gas and Other Gases,TX_55937_3459_3
TX_54888_3460_3_CBY3_PLANT_Natural Gas and Other Gases,1947.7570000000003,Natural Gas and Other Gases,TX_54888_3460_PLANT
TX_54888_3469_3_THWB31_C2_Natural Gas and Other Gases,17.85,Natural Gas and Other Gases,TX_54888_3469_C2
TX_54888_3469_3_THWB32_C2_Natural Gas and Other Gases,17.85,Natural Gas and Other Gases,TX_54888_3469_C2
TX_54888_3469_3_THWB33_C2_Natural Gas and Other Gases,17.85,Natural Gas and Other Gases,TX_54888_3469_C2
TX_54888_3469_3_THWB34_C2_Natural Gas and Other Gases,17.85,Natural Gas and Other Gases,TX_54888_3469_C2
TX_17698_3476_3_3_CW_Natural Gas and Other Gases,60.08,Natural Gas and Other Gases,TX_17698_3476_CW
TX_17698_3478_3_3_CW_Natural Gas and Other Gases,718.8399999999999,Natural Gas and Other Gases,TX_17698_3478_CW
TX_17718_3484_3_143B_PLANT_Natural Gas and Other Gases,577.0369999999999,Natural Gas and Other Gases,TX_17718_3484_PLANT
TX_17718_3485_3_113B_PLANT_Natural Gas and Other Gases,414.29299999999995,Natural Gas and Other Gases,TX_17718_3485_PLANT
TX_6035_3491_3_3_1_Natural Gas and Other Gases,489.95000000000005,Natural Gas and Other Gases,TX_6035_3491_1
TX_6958_3576_3_BW3_PLANT_Natural Gas and Other Gases,9.539,Natural Gas and Other Gases,TX_6958_3576_PLANT
TX_16604_3612_3_3_3_Natural Gas and Other Gases,1917.402,Natural Gas and Other Gases,TX_16604_3612_3
TX_2172_3628_3_3_3_Natural Gas and Other Gases,62.495999999999995,Natural Gas and Other Gases,TX_2172_3628_3
UT_14354_3648_3_3_3_Natural Gas and Other Gases,51.4,Natural Gas and Other Gases,UT_14354_3648_3
VA_733_3775_3_3_PLANT_Coal,120.30199999999999,Coal,VA_733_3775_PLANT
WV_733_3935_3_3_3_Coal,2510.976,Coal,WV_733_3935_3
WV_12796_3944_3_3_2_Coal,5.654,Coal,WV_12796_3944_2
WI_20860_4078_3_3_3_Coal,401.50600000000003,Coal,WI_20860_4078_3
WY_14354_4158_3_BW43_CW43_Coal,379.48299999999995,Coal,WY_14354_4158_CW43
WY_14354_4162_3_3_3_Natural Gas and Other Gases,320.309,Natural Gas and Other Gases,WY_14354_4162_3
TX_6958_4266_3_3_PLANT_Natural Gas and Other Gases,8.937999999999999,Natural Gas and Other Gases,TX_6958_4266_PLANT
AL_195_6002_3_3_3-4_Coal,4512.136,Coal,AL_195_6002_3-4
AZ_803_6008_3_NSS3_3_Nuclear,7466.0,Nuclear,AZ_803_6008_3
CO_30151_6021_3_C3_C3_Coal,1239.56,Coal,CO_30151_6021_C3
KY_5580_6041_3_3_3_Coal,417.88300000000004,Coal,KY_5580_6041_3
FL_6452_6042_3_3A_CP_Natural Gas and Other Gases,892.042,Natural Gas and Other Gases,FL_6452_6042_CP
FL_6452_6042_3_3B_CP_Natural Gas and Other Gases,892.042,Natural Gas and Other Gases,FL_6452_6042_CP
FL_6452_6042_3_3C_CP_Natural Gas and Other Gases,892.042,Natural Gas and Other Gases,FL_6452_6042_CP
FL_6452_6042_3_3D_CP_Natural Gas and Other Gases,892.042,Natural Gas and Other Gases,FL_6452_6042_CP
KS_22500_6068_3_3_PLANT_Coal,5915.3,Coal,KS_22500_6068_PLANT
MS_12686_6073_3_3A_CT_Natural Gas and Other Gases,2222.501,Natural Gas and Other Gases,MS_12686_6073_CT
MS_12686_6073_3_3B_CT_Natural Gas and Other Gases,2222.501,Natural Gas and Other Gases,MS_12686_6073_CT
MT_15298_6076_3_3_3_Coal,1975.058,Coal,MT_15298_6076_3
CO_15466_6112_3_2_1_Natural Gas and Other Gases,583.961,Natural Gas and Other Gases,CO_15466_6112_1
CO_15466_6112_3_3_1_Natural Gas and Other Gases,583.961,Natural Gas and Other Gases,CO_15466_6112_1
CO_15466_6112_3_4_1_Natural Gas and Other Gases,583.961,Natural Gas and Other Gases,CO_15466_6112_1
TX_17698_6139_3_3_CW_Coal,1545.71,Coal,TX_17698_6139_CW
TX_55983_6146_3_3_1_Coal,4587.365000000001,Coal,TX_55983_6146_1
UT_14354_6165_3_3_3_Coal,1766.9920000000002,Coal,UT_14354_6165_3
TX_11269_6179_3_3_3_Coal,1997.7720000000002,Coal,TX_11269_6179_3
TX_17718_6193_3_063B_PLANT_Coal,3184.757,Coal,TX_17718_6193_PLANT
WY_1307_6204_3_3_3_Coal,1115.7810000000002,Coal,WY_1307_6204_3
SC_17543_6249_3_3_3_Coal,401.302,Coal,SC_17543_6249_3
GA_7140_6257_3_3_3_Coal,895.0,Coal,GA_7140_6257_3
FL_10376_7238_3_MS3B_CS3_Natural Gas and Other Gases,339.48600000000005,Natural Gas and Other Gases,FL_10376_7238_CS3
TX_16604_7512_3_1_1_Natural Gas and Other Gases,3379.246,Natural Gas and Other Gases,TX_16604_7512_1
TX_16604_7512_3_2_1_Natural Gas and Other Gases,3379.246,Natural Gas and Other Gases,TX_16604_7512_1
OK_924_7757_3_1_PLANT_Natural Gas and Other Gases,593.5939999999999,Natural Gas and Other Gases,OK_924_7757_PLANT
OK_924_7757_3_2_PLANT_Natural Gas and Other Gases,593.5939999999999,Natural Gas and Other Gases,OK_924_7757_PLANT
GA_13994_7917_3_8A_10P_Natural Gas and Other Gases,287.60699999999997,Natural Gas and Other Gases,GA_13994_7917_10P
GA_13994_7917_3_8B_10P_Natural Gas and Other Gases,287.60699999999997,Natural Gas and Other Gases,GA_13994_7917_10P
WY_14354_8066_3_BW73_CW73_Coal,1550.4850000000001,Coal,WY_14354_8066_CW73
OR_15248_8073_3_1_HX-106_Natural Gas and Other Gases,384.529,Natural Gas and Other Gases,OR_15248_8073_HX-106
OR_15248_8073_3_2_HX-106_Natural Gas and Other Gases,384.529,Natural Gas and Other Gases,OR_15248_8073_HX-106
OR_15248_8073_3_3_HX-106_Natural Gas and Other Gases,384.529,Natural Gas and Other Gases,OR_15248_8073_HX-106
OR_15248_8073_3_4_HX-106_Natural Gas and Other Gases,384.529,Natural Gas and Other Gases,OR_15248_8073_HX-106
OR_15248_8073_3_5_HX-106_Natural Gas and Other Gases,384.529,Natural Gas and Other Gases,OR_15248_8073_HX-106
OR_15248_8073_3_6_HX-106_Natural Gas and Other Gases,384.529,Natural Gas and Other Gases,OR_15248_8073_HX-106
AZ_24211_8223_3_3_PLANT_Coal,1722.3949999999998,Coal,AZ_24211_8223_PLANT
MI_21579_55297_3_HRSG3_PLANT_Natural Gas and Other Gases,1408.912,Natural Gas and Other Gases,MI_21579_55297_PLANT
OH_733_55350_3_1_CLTWRS_Natural Gas and Other Gases,680.1959999999999,Natural Gas and Other Gases,OH_733_55350_CLTWRS
OH_733_55350_3_2_CLTWRS_Natural Gas and Other Gases,680.1959999999999,Natural Gas and Other Gases,OH_733_55350_CLTWRS
CA_16534_55970_3_HRSGA_PLANT_Natural Gas and Other Gases,748.5520000000001,Natural Gas and Other Gases,CA_16534_55970_PLANT
CA_16534_55970_3_HRSGB_PLANT_Natural Gas and Other Gases,748.5520000000001,Natural Gas and Other Gases,CA_16534_55970_PLANT
CA_19281_56078_3_301_CWS_Natural Gas and Other Gases,303.65600000000006,Natural Gas and Other Gases,CA_19281_56078_CWS
CA_9216_389_30_HRSG31_30_Natural Gas and Other Gases,129.563,Natural Gas and Other Gases,CA_9216_389_30
CA_9216_389_30_HRSG32_30_Natural Gas and Other Gases,129.563,Natural Gas and Other Gases,CA_9216_389_30
WA_19099_3845_30_30_PLANT_Natural Gas and Other Gases,3773.3330000000005,Natural Gas and Other Gases,WA_19099_3845_PLANT
WA_19099_3845_30_40_PLANT_Natural Gas and Other Gases,3773.3330000000005,Natural Gas and Other Gases,WA_19099_3845_PLANT
WA_19099_3845_30_50_PLANT_Natural Gas and Other Gases,3773.3330000000005,Natural Gas and Other Gases,WA_19099_3845_PLANT
WA_19099_3845_30_60_PLANT_Natural Gas and Other Gases,3773.3330000000005,Natural Gas and Other Gases,WA_19099_3845_PLANT
CA_9216_389_31_HRSG31_30_Natural Gas and Other Gases,129.563,Natural Gas and Other Gases,CA_9216_389_30
CA_9216_389_31_HRSG32_30_Natural Gas and Other Gases,129.563,Natural Gas and Other Gases,CA_9216_389_30
TX_54888_3469_31_THWB31_C2_Natural Gas and Other Gases,17.85,Natural Gas and Other Gases,TX_54888_3469_C2
TX_54888_3469_31_THWB32_C2_Natural Gas and Other Gases,17.85,Natural Gas and Other Gases,TX_54888_3469_C2
TX_54888_3469_31_THWB33_C2_Natural Gas and Other Gases,17.85,Natural Gas and Other Gases,TX_54888_3469_C2
TX_54888_3469_31_THWB34_C2_Natural Gas and Other Gases,17.85,Natural Gas and Other Gases,TX_54888_3469_C2
CA_9216_389_32_HRSG31_30_Natural Gas and Other Gases,129.563,Natural Gas and Other Gases,CA_9216_389_30
CA_9216_389_32_HRSG32_30_Natural Gas and Other Gases,129.563,Natural Gas and Other Gases,CA_9216_389_30
TX_54888_3469_32_THWB31_C2_Natural Gas and Other Gases,17.85,Natural Gas and Other Gases,TX_54888_3469_C2
TX_54888_3469_32_THWB32_C2_Natural Gas and Other Gases,17.85,Natural Gas and Other Gases,TX_54888_3469_C2
TX_54888_3469_32_THWB33_C2_Natural Gas and Other Gases,17.85,Natural Gas and Other Gases,TX_54888_3469_C2
TX_54888_3469_32_THWB34_C2_Natural Gas and Other Gases,17.85,Natural Gas and Other Gases,TX_54888_3469_C2
TX_54888_3469_33_THWB31_C2_Natural Gas and Other Gases,17.85,Natural Gas and Other Gases,TX_54888_3469_C2
TX_54888_3469_33_THWB32_C2_Natural Gas and Other Gases,17.85,Natural Gas and Other Gases,TX_54888_3469_C2
TX_54888_3469_33_THWB33_C2_Natural Gas and Other Gases,17.85,Natural Gas and Other Gases,TX_54888_3469_C2
TX_54888_3469_33_THWB34_C2_Natural Gas and Other Gases,17.85,Natural Gas and Other Gases,TX_54888_3469_C2
TX_54888_3469_34_THWB31_C2_Natural Gas and Other Gases,17.85,Natural Gas and Other Gases,TX_54888_3469_C2
TX_54888_3469_34_THWB32_C2_Natural Gas and Other Gases,17.85,Natural Gas and Other Gases,TX_54888_3469_C2
TX_54888_3469_34_THWB33_C2_Natural Gas and Other Gases,17.85,Natural Gas and Other Gases,TX_54888_3469_C2
TX_54888_3469_34_THWB34_C2_Natural Gas and Other Gases,17.85,Natural Gas and Other Gases,TX_54888_3469_C2
FL_7801_643_3A_4_2_Natural Gas and Other Gases,1380.1950000000002,Natural Gas and Other Gases,FL_7801_643_2
FL_7801_643_3A_5_2_Natural Gas and Other Gases,1380.1950000000002,Natural Gas and Other Gases,FL_7801_643_2
FL_10376_7238_3A_MS3B_CS3_Natural Gas and Other Gases,339.48600000000005,Natural Gas and Other Gases,FL_10376_7238_CS3
MI_21579_55297_3A_HRSG3_PLANT_Natural Gas and Other Gases,1408.912,Natural Gas and Other Gases,MI_21579_55297_PLANT
FL_6452_56407_3A_PWC31_PLANT_Natural Gas and Other Gases,5289.137,Natural Gas and Other Gases,FL_6452_56407_PLANT
FL_6452_56407_3A_PWC32_PLANT_Natural Gas and Other Gases,5289.137,Natural Gas and Other Gases,FL_6452_56407_PLANT
