ID ,Water consumption (MGal/year),Fuel type,Cooling ID
AZ_803_55455_CT2B_HRSG2B_CTWR-2_Natural Gas and Other Gases,810.0,Natural Gas and Other Gases,AZ_803_55455_CTWR-2
TX_56766_56349_CT2B_HRSG3_PLANT_Natural Gas and Other Gases,208.024,Natural Gas and Other Gases,TX_56766_56349_PLANT
TX_56766_56349_CT2B_HRSG4_PLANT_Natural Gas and Other Gases,208.024,Natural Gas and Other Gases,TX_56766_56349_PLANT
TX_56765_56350_CT2B_HRSG3_PLANT_Natural Gas and Other Gases,452.73699999999997,Natural Gas and Other Gases,TX_56765_56350_PLANT
TX_56765_56350_CT2B_HRSG4_PLANT_Natural Gas and Other Gases,452.73699999999997,Natural Gas and Other Gases,TX_56765_56350_PLANT
MA_11806_6081_CT3_1A_COOL1_Natural Gas and Other Gases,17.393000000000004,Natural Gas and Other Gases,MA_11806_6081_COOL1
MA_11806_6081_CT3_1B_COOL1_Natural Gas and Other Gases,17.393000000000004,Natural Gas and Other Gases,MA_11806_6081_COOL1
MA_11806_6081_CT3_1C_COOL1_Natural Gas and Other Gases,17.393000000000004,Natural Gas and Other Gases,MA_11806_6081_COOL1
TX_2172_55230_CT3_HRSG3_CTW2_Natural Gas and Other Gases,367.1839999999999,Natural Gas and Other Gases,TX_2172_55230_CTW2
TX_2172_55230_CT3_HRSG4_CTW2_Natural Gas and Other Gases,367.1839999999999,Natural Gas and Other Gases,TX_2172_55230_CTW2
TX_4405_55358_CT3_FB3_130CLG_Natural Gas and Other Gases,300.99699999999996,Natural Gas and Other Gases,TX_4405_55358_130CLG
SC_17539_55927_CT3_HRSG1_CW_Natural Gas and Other Gases,968.6179999999999,Natural Gas and Other Gases,SC_17539_55927_CW
SC_17539_55927_CT3_HRSG2_CW_Natural Gas and Other Gases,968.6179999999999,Natural Gas and Other Gases,SC_17539_55927_CW
SC_17539_55927_CT3_HRSG3_CW_Natural Gas and Other Gases,968.6179999999999,Natural Gas and Other Gases,SC_17539_55927_CW
AL_17650_7710_CT3A_3A_PLANT_Natural Gas and Other Gases,1975.1999999999998,Natural Gas and Other Gases,AL_17650_7710_PLANT
AL_17650_7710_CT3A_3B_PLANT_Natural Gas and Other Gases,1975.1999999999998,Natural Gas and Other Gases,AL_17650_7710_PLANT
AL_17650_7710_CT3B_3A_PLANT_Natural Gas and Other Gases,1975.1999999999998,Natural Gas and Other Gases,AL_17650_7710_PLANT
AL_17650_7710_CT3B_3B_PLANT_Natural Gas and Other Gases,1975.1999999999998,Natural Gas and Other Gases,AL_17650_7710_PLANT
TX_2172_55230_CT4_HRSG3_CTW2_Natural Gas and Other Gases,367.1839999999999,Natural Gas and Other Gases,TX_2172_55230_CTW2
TX_2172_55230_CT4_HRSG4_CTW2_Natural Gas and Other Gases,367.1839999999999,Natural Gas and Other Gases,TX_2172_55230_CTW2
TX_4405_55358_CT4_FB4_140CLG_Natural Gas and Other Gases,389.356,Natural Gas and Other Gases,TX_4405_55358_140CLG
GA_7140_710_CT4A_4A_4_Natural Gas and Other Gases,1595.9050000000002,Natural Gas and Other Gases,GA_7140_710_4
GA_7140_710_CT4A_4B_4_Natural Gas and Other Gases,1595.9050000000002,Natural Gas and Other Gases,GA_7140_710_4
GA_7140_710_CT4B_4A_4_Natural Gas and Other Gases,1595.9050000000002,Natural Gas and Other Gases,GA_7140_710_4
GA_7140_710_CT4B_4B_4_Natural Gas and Other Gases,1595.9050000000002,Natural Gas and Other Gases,GA_7140_710_4
NC_3046_2706_CT5_CC1_CTWR1_Natural Gas and Other Gases,452.6689999999999,Natural Gas and Other Gases,NC_3046_2706_CTWR1
GA_17650_55965_CT6A_6A_PLANT_Natural Gas and Other Gases,2650.9949999999994,Natural Gas and Other Gases,GA_17650_55965_PLANT
GA_17650_55965_CT6A_6B_PLANT_Natural Gas and Other Gases,2650.9949999999994,Natural Gas and Other Gases,GA_17650_55965_PLANT
GA_17650_55965_CT6B_6A_PLANT_Natural Gas and Other Gases,2650.9949999999994,Natural Gas and Other Gases,GA_17650_55965_PLANT
GA_17650_55965_CT6B_6B_PLANT_Natural Gas and Other Gases,2650.9949999999994,Natural Gas and Other Gases,GA_17650_55965_PLANT
GA_17650_55965_CT7A_7A_PLANT_Natural Gas and Other Gases,2650.9949999999994,Natural Gas and Other Gases,GA_17650_55965_PLANT
GA_17650_55965_CT7A_7B_PLANT_Natural Gas and Other Gases,2650.9949999999994,Natural Gas and Other Gases,GA_17650_55965_PLANT
GA_17650_55965_CT7B_7A_PLANT_Natural Gas and Other Gases,2650.9949999999994,Natural Gas and Other Gases,GA_17650_55965_PLANT
GA_17650_55965_CT7B_7B_PLANT_Natural Gas and Other Gases,2650.9949999999994,Natural Gas and Other Gases,GA_17650_55965_PLANT
NC_5416_2723_CT8_HRSG1_7_Natural Gas and Other Gases,929.48,Natural Gas and Other Gases,NC_5416_2723_7
NC_5416_2723_CT8_HRSG2_7_Natural Gas and Other Gases,929.48,Natural Gas and Other Gases,NC_5416_2723_7
NC_5416_2723_CT9_HRSG1_7_Natural Gas and Other Gases,929.48,Natural Gas and Other Gases,NC_5416_2723_7
NC_5416_2723_CT9_HRSG2_7_Natural Gas and Other Gases,929.48,Natural Gas and Other Gases,NC_5416_2723_7
KY_18642_1378_CTG1_HRSG1_CWS_Natural Gas and Other Gases,1525.0,Natural Gas and Other Gases,KY_18642_1378_CWS
KY_18642_1378_CTG1_HRSG2_CWS_Natural Gas and Other Gases,1525.0,Natural Gas and Other Gases,KY_18642_1378_CWS
KY_18642_1378_CTG1_HRSG3_CWS_Natural Gas and Other Gases,1525.0,Natural Gas and Other Gases,KY_18642_1378_CWS
TN_18642_3393_CTG1_HRSG1_COOLH_Natural Gas and Other Gases,764.0,Natural Gas and Other Gases,TN_18642_3393_COOLH
TN_18642_3393_CTG1_HRSG2_COOLH_Natural Gas and Other Gases,764.0,Natural Gas and Other Gases,TN_18642_3393_COOLH
TN_18642_3405_CTG1_HRSG1_2_Natural Gas and Other Gases,521.0,Natural Gas and Other Gases,TN_18642_3405_2
TN_18642_7845_CTG1_HRSG_SITE_Natural Gas and Other Gases,609.0,Natural Gas and Other Gases,TN_18642_7845_SITE
MS_17568_55063_CTG1_HRSG1_CCW1_Natural Gas and Other Gases,2.111,Natural Gas and Other Gases,MS_17568_55063_CCW1
TX_60477_55097_CTG1_HRSG1_TOW1_Natural Gas and Other Gases,572.461,Natural Gas and Other Gases,TX_60477_55097_TOW1
TX_60477_55097_CTG1_HRSG2_TOW1_Natural Gas and Other Gases,572.461,Natural Gas and Other Gases,TX_60477_55097_TOW1
RI_6832_55107_CTG1_HRSG01_CT1_Natural Gas and Other Gases,691.5480000000001,Natural Gas and Other Gases,RI_6832_55107_CT1
RI_6832_55107_CTG1_HRSG02_CT1_Natural Gas and Other Gases,691.5480000000001,Natural Gas and Other Gases,RI_6832_55107_CT1
TX_2877_55123_CTG1_HRSG1_CT_Natural Gas and Other Gases,1619.95,Natural Gas and Other Gases,TX_2877_55123_CT
TX_2877_55123_CTG1_HRSG2_CT_Natural Gas and Other Gases,1619.95,Natural Gas and Other Gases,TX_2877_55123_CT
AZ_56090_55124_CTG1_259611_CT_Natural Gas and Other Gases,940.0,Natural Gas and Other Gases,AZ_56090_55124_CT
AZ_56090_55124_CTG1_259612_CT_Natural Gas and Other Gases,940.0,Natural Gas and Other Gases,AZ_56090_55124_CT
AZ_16572_55129_CTG1_HRSG1_HRC_Natural Gas and Other Gases,607.73,Natural Gas and Other Gases,AZ_16572_55129_HRC
AZ_16572_55129_CTG1_HRSG2_HRC_Natural Gas and Other Gases,607.73,Natural Gas and Other Gases,AZ_16572_55129_HRC
IL_57141_55131_CTG1_B1_PLANT_Natural Gas and Other Gases,4.1739999999999995,Natural Gas and Other Gases,IL_57141_55131_PLANT
TX_16604_55137_CTG1_101_CIRC_Natural Gas and Other Gases,804.6249999999999,Natural Gas and Other Gases,TX_16604_55137_CIRC
TX_16604_55137_CTG1_201_CIRC_Natural Gas and Other Gases,804.6249999999999,Natural Gas and Other Gases,TX_16604_55137_CIRC
TX_16604_55137_CTG1_301_CIRC_Natural Gas and Other Gases,804.6249999999999,Natural Gas and Other Gases,TX_16604_55137_CIRC
TX_313_55139_CTG1_HRSG1_CIRC1_Natural Gas and Other Gases,394.79999999999995,Natural Gas and Other Gases,TX_313_55139_CIRC1
TX_313_55139_CTG1_HRSG2_CIRC1_Natural Gas and Other Gases,394.79999999999995,Natural Gas and Other Gases,TX_313_55139_CIRC1
OK_7597_55146_CTG1_1_UNIT1_Natural Gas and Other Gases,312.61300000000006,Natural Gas and Other Gases,OK_7597_55146_UNIT1
TX_57045_55153_CTG1_HRSG1_CT1_Natural Gas and Other Gases,563.1270000000001,Natural Gas and Other Gases,TX_57045_55153_CT1
TX_57045_55153_CTG1_HRSG2_CT1_Natural Gas and Other Gases,563.1270000000001,Natural Gas and Other Gases,TX_57045_55153_CT1
ID_15708_55179_CTG1_1_UNIT1_Natural Gas and Other Gases,205.12000000000003,Natural Gas and Other Gases,ID_15708_55179_UNIT1
PA_55649_55193_CTG1_HRSG1_1_Natural Gas and Other Gases,834.8180000000001,Natural Gas and Other Gases,PA_55649_55193_1
PA_55649_55193_CTG1_HRSG2_1_Natural Gas and Other Gases,834.8180000000001,Natural Gas and Other Gases,PA_55649_55193_1
MS_18642_55197_CTG1_1_UNIT 1_Natural Gas and Other Gases,178.72,Natural Gas and Other Gases,MS_18642_55197_UNIT 1
TX_60477_55215_CTG1_HRSG1_CTW1_Natural Gas and Other Gases,466.417,Natural Gas and Other Gases,TX_60477_55215_CTW1
TX_60477_55215_CTG1_HRSG2_CTW1_Natural Gas and Other Gases,466.417,Natural Gas and Other Gases,TX_60477_55215_CTW1
OK_2897_55225_CTG1_HRSG-1_PLANT_Natural Gas and Other Gases,922.369,Natural Gas and Other Gases,OK_2897_55225_PLANT
OK_2897_55225_CTG1_HRSG-2_PLANT_Natural Gas and Other Gases,922.369,Natural Gas and Other Gases,OK_2897_55225_PLANT
MS_18642_55269_CTG1_1_PLANT_Natural Gas and Other Gases,647.0,Natural Gas and Other Gases,MS_18642_55269_PLANT
AZ_56812_55282_CTG1_HRSG1_CT_Natural Gas and Other Gases,533.8439999999999,Natural Gas and Other Gases,AZ_56812_55282_CT
AZ_56812_55282_CTG1_HRSG2_CT_Natural Gas and Other Gases,533.8439999999999,Natural Gas and Other Gases,AZ_56812_55282_CT
AL_2929_55292_CTG1_HRSG1_CWS_Natural Gas and Other Gases,407.384,Natural Gas and Other Gases,AL_2929_55292_CWS
AL_2929_55292_CTG1_HRSG2_CWS_Natural Gas and Other Gases,407.384,Natural Gas and Other Gases,AL_2929_55292_CWS
AL_2929_55292_CTG1_HRSG3_CWS_Natural Gas and Other Gases,407.384,Natural Gas and Other Gases,AL_2929_55292_CWS
OR_7869_55328_CTG1_HRSG 1_CWS1_Natural Gas and Other Gases,924.059,Natural Gas and Other Gases,OR_7869_55328_CWS1
OR_7869_55328_CTG1_HRSG 2_CWS1_Natural Gas and Other Gases,924.059,Natural Gas and Other Gases,OR_7869_55328_CWS1
CA_5030_55333_CTG1_HRSG1_CT_Natural Gas and Other Gases,955.1479999999999,Natural Gas and Other Gases,CA_5030_55333_CT
CA_5030_55333_CTG1_HRSG2_CT_Natural Gas and Other Gases,955.1479999999999,Natural Gas and Other Gases,CA_5030_55333_CT
CA_5030_55333_CTG1_HRSG3_CT_Natural Gas and Other Gases,955.1479999999999,Natural Gas and Other Gases,CA_5030_55333_CT
IL_49974_55334_CTG1_HRSG 1_CIRC_Natural Gas and Other Gases,409.99199999999996,Natural Gas and Other Gases,IL_49974_55334_CIRC
IL_49974_55334_CTG1_HRSG 2_CIRC_Natural Gas and Other Gases,409.99199999999996,Natural Gas and Other Gases,IL_49974_55334_CIRC
AR_924_55340_CTG1_HRSG1_2_Natural Gas and Other Gases,715.473,Natural Gas and Other Gases,AR_924_55340_2
AR_924_55340_CTG1_HRSG2_2_Natural Gas and Other Gases,715.473,Natural Gas and Other Gases,AR_924_55340_2
NM_15473_55343_CTG1_1_1_Natural Gas and Other Gases,549.7370000000001,Natural Gas and Other Gases,NM_15473_55343_1
NM_15473_55343_CTG1_2_1_Natural Gas and Other Gases,549.7370000000001,Natural Gas and Other Gases,NM_15473_55343_1
TX_2171_55357_CTG1_HRSG1_CT1_Natural Gas and Other Gases,606.427,Natural Gas and Other Gases,TX_2171_55357_CT1
TX_2171_55357_CTG1_HRSG2_CT1_Natural Gas and Other Gases,606.427,Natural Gas and Other Gases,TX_2171_55357_CT1
AZ_32790_55372_CTG1_HRSG1_CTA&B_Natural Gas and Other Gases,712.7320000000001,Natural Gas and Other Gases,AZ_32790_55372_CTA&B
AR_814_55380_CTG1_1 A_CT-1_Natural Gas and Other Gases,411.21700000000004,Natural Gas and Other Gases,AR_814_55380_CT-1
AR_814_55380_CTG1_1 B_CT-1_Natural Gas and Other Gases,411.21700000000004,Natural Gas and Other Gases,AR_814_55380_CT-1
CA_2799_55393_CTG1_HRSG 1_CLGTWR_Natural Gas and Other Gases,386.59999999999997,Natural Gas and Other Gases,CA_2799_55393_CLGTWR
CA_2799_55393_CTG1_HSRG 2_CLGTWR_Natural Gas and Other Gases,386.59999999999997,Natural Gas and Other Gases,CA_2799_55393_CLGTWR
VA_18569_55439_CTG1_HRSG1_CLTWR_Natural Gas and Other Gases,883.0,Natural Gas and Other Gases,VA_18569_55439_CLTWR
VA_18569_55439_CTG1_HRSG2_CLTWR_Natural Gas and Other Gases,883.0,Natural Gas and Other Gases,VA_18569_55439_CLTWR
VA_18569_55439_CTG1_HRSG3_CLTWR_Natural Gas and Other Gases,883.0,Natural Gas and Other Gases,VA_18569_55439_CLTWR
AL_195_55440_CTG1_HRSG1_CLTWR_Natural Gas and Other Gases,840.7710000000001,Natural Gas and Other Gases,AL_195_55440_CLTWR
AL_195_55440_CTG1_HRSG2_CLTWR_Natural Gas and Other Gases,840.7710000000001,Natural Gas and Other Gases,AL_195_55440_CLTWR
AL_195_55440_CTG1_HRSG3_CLTWR_Natural Gas and Other Gases,840.7710000000001,Natural Gas and Other Gases,AL_195_55440_CLTWR
MS_18642_55451_CTG1_FB1_PLANT_Natural Gas and Other Gases,861.0,Natural Gas and Other Gases,MS_18642_55451_PLANT
LA_11241_55467_CTG1_1_UNIT1_Natural Gas and Other Gases,354.79400000000004,Natural Gas and Other Gases,LA_11241_55467_UNIT1
OK_10362_55501_CTG1_HRSG1_CLTWR1_Natural Gas and Other Gases,509.65,Natural Gas and Other Gases,OK_10362_55501_CLTWR1
OK_10362_55501_CTG1_HRSG2_CLTWR1_Natural Gas and Other Gases,509.65,Natural Gas and Other Gases,OK_10362_55501_CLTWR1
OH_61136_55503_CTG1_HRSG1_CW1_Natural Gas and Other Gases,4003.8,Natural Gas and Other Gases,OH_61136_55503_CW1
OH_61136_55503_CTG1_HRSG2_CW1_Natural Gas and Other Gases,4003.8,Natural Gas and Other Gases,OH_61136_55503_CW1
OH_61136_55503_CTG1_HRSG3_CW1_Natural Gas and Other Gases,4003.8,Natural Gas and Other Gases,OH_61136_55503_CW1
PA_59923_55516_CTG1_DB1_CW_Natural Gas and Other Gases,1200.324,Natural Gas and Other Gases,PA_59923_55516_CW
PA_59923_55516_CTG1_DB2_CW_Natural Gas and Other Gases,1200.324,Natural Gas and Other Gases,PA_59923_55516_CW
CA_60431_55518_CTG1_1_CIRC_Natural Gas and Other Gases,874.745,Natural Gas and Other Gases,CA_60431_55518_CIRC
CA_60431_55518_CTG1_2_CIRC_Natural Gas and Other Gases,874.745,Natural Gas and Other Gases,CA_60431_55518_CIRC
CA_60431_55518_CTG1_3_CIRC_Natural Gas and Other Gases,874.745,Natural Gas and Other Gases,CA_60431_55518_CIRC
PA_56608_55524_CTG1_HRSG1_CWS_Natural Gas and Other Gases,1759.2599999999998,Natural Gas and Other Gases,PA_56608_55524_CWS
PA_56608_55524_CTG1_HRSG2_CWS_Natural Gas and Other Gases,1759.2599999999998,Natural Gas and Other Gases,PA_56608_55524_CWS
PA_56608_55524_CTG1_HRSG3_CWS_Natural Gas and Other Gases,1759.2599999999998,Natural Gas and Other Gases,PA_56608_55524_CWS
TX_2934_55545_CTG1_HRSG1_CTOWER_Natural Gas and Other Gases,600.906,Natural Gas and Other Gases,TX_2934_55545_CTOWER
TX_2934_55545_CTG1_HRSG2_CTOWER_Natural Gas and Other Gases,600.906,Natural Gas and Other Gases,TX_2934_55545_CTOWER
WI_20856_55641_CTG1_HRSG1_CWS_Natural Gas and Other Gases,588.5509999999999,Natural Gas and Other Gases,WI_20856_55641_CWS
WI_20856_55641_CTG1_HRSG2_CWS_Natural Gas and Other Gases,588.5509999999999,Natural Gas and Other Gases,WI_20856_55641_CWS
PA_56607_55690_CTG1_HRSG1_CWS_Natural Gas and Other Gases,755.824,Natural Gas and Other Gases,PA_56607_55690_CWS
PA_56607_55690_CTG1_HRSG2_CWS_Natural Gas and Other Gases,755.824,Natural Gas and Other Gases,PA_56607_55690_CWS
PA_56607_55690_CTG1_HRSG3_CWS_Natural Gas and Other Gases,755.824,Natural Gas and Other Gases,PA_56607_55690_CWS
WA_15500_55700_CTG1_HRSG1_1CLG_Natural Gas and Other Gases,27.848,Natural Gas and Other Gases,WA_15500_55700_1CLG
CA_2860_55748_CTG1_HRSG1_PLANT_Natural Gas and Other Gases,89.1,Natural Gas and Other Gases,CA_2860_55748_PLANT
CA_2860_55748_CTG1_HRSG2_PLANT_Natural Gas and Other Gases,89.1,Natural Gas and Other Gases,CA_2860_55748_PLANT
CA_2860_55748_CTG1_HRSG3_PLANT_Natural Gas and Other Gases,89.1,Natural Gas and Other Gases,CA_2860_55748_PLANT
CA_2860_55748_CTG1_HRSG4_PLANT_Natural Gas and Other Gases,89.1,Natural Gas and Other Gases,CA_2860_55748_PLANT
CO_15466_55835_CTG1_HRSG 1_CWS_Natural Gas and Other Gases,648.1830000000001,Natural Gas and Other Gases,CO_15466_55835_CWS
CO_15466_55835_CTG1_HRSG 2_CWS_Natural Gas and Other Gases,648.1830000000001,Natural Gas and Other Gases,CO_15466_55835_CWS
CA_16609_55985_CTG1_HRSG1_CW_Natural Gas and Other Gases,344.92500000000007,Natural Gas and Other Gases,CA_16609_55985_CW
CA_16609_55985_CTG1_HRSG2_CW_Natural Gas and Other Gases,344.92500000000007,Natural Gas and Other Gases,CA_16609_55985_CW
WI_20860_56031_CTG1_HRSG1_RF_Natural Gas and Other Gases,721.6590000000001,Natural Gas and Other Gases,WI_20860_56031_RF
WI_20860_56031_CTG1_HRSG2_RF_Natural Gas and Other Gases,721.6590000000001,Natural Gas and Other Gases,WI_20860_56031_RF
MN_63705_56104_CTG1_HRSG1_CT101_Natural Gas and Other Gases,694.2049999999998,Natural Gas and Other Gases,MN_63705_56104_CT101
MN_63705_56104_CTG1_HRSG2_CT101_Natural Gas and Other Gases,694.2049999999998,Natural Gas and Other Gases,MN_63705_56104_CT101
CA_54890_56467_CTG1_HRSG1_CT1_Natural Gas and Other Gases,57.045,Natural Gas and Other Gases,CA_54890_56467_CT1
CA_54890_56467_CTG1_HRSG2_CT1_Natural Gas and Other Gases,57.045,Natural Gas and Other Gases,CA_54890_56467_CT1
DE_56691_57349_CTG1_HRSG1_CWS_Natural Gas and Other Gases,208.86800000000002,Natural Gas and Other Gases,DE_56691_57349_CWS
IA_9417_58236_CTG1_HRSG1_1_Natural Gas and Other Gases,373.268,Natural Gas and Other Gases,IA_9417_58236_1
IA_9417_58236_CTG1_HRSG2_1_Natural Gas and Other Gases,373.268,Natural Gas and Other Gases,IA_9417_58236_1
AZ_16572_59338_CTG1_1 A_CT-1_Natural Gas and Other Gases,423.919,Natural Gas and Other Gases,AZ_16572_59338_CT-1
AZ_16572_59338_CTG1_1 B_CT-1_Natural Gas and Other Gases,423.919,Natural Gas and Other Gases,AZ_16572_59338_CT-1
PA_60162_60368_CTG1_HRSG1_CT_Natural Gas and Other Gases,1932.487,Natural Gas and Other Gases,PA_60162_60368_CT
PA_60162_60368_CTG1_HRSG2_CT_Natural Gas and Other Gases,1932.487,Natural Gas and Other Gases,PA_60162_60368_CT
PA_60162_60368_CTG1_HRSG3_CT_Natural Gas and Other Gases,1932.487,Natural Gas and Other Gases,PA_60162_60368_CT
OH_60170_60376_CTG1_HRSG1_TWR1_Natural Gas and Other Gases,1179.9899999999998,Natural Gas and Other Gases,OH_60170_60376_TWR1
OH_60170_60376_CTG1_HRSG2_TWR1_Natural Gas and Other Gases,1179.9899999999998,Natural Gas and Other Gases,OH_60170_60376_TWR1
PA_60249_60464_CTG1_HRSG1_CLTWR_Natural Gas and Other Gases,1086.383,Natural Gas and Other Gases,PA_60249_60464_CLTWR
PA_60249_60464_CTG1_HRSG2_CLTWR_Natural Gas and Other Gases,1086.383,Natural Gas and Other Gases,PA_60249_60464_CLTWR
PA_60659_61028_CTG1_HRSG_CT_Natural Gas and Other Gases,1569.5990000000002,Natural Gas and Other Gases,PA_60659_61028_CT
PA_60659_61028_CTG1_HRSG-2_CT_Natural Gas and Other Gases,1569.5990000000002,Natural Gas and Other Gases,PA_60659_61028_CT
TX_57377_58001_CTG-1_HRSG1_WCC1_Natural Gas and Other Gases,871.1529999999999,Natural Gas and Other Gases,TX_57377_58001_WCC1
TX_57377_58001_CTG-1_HRSG2_WCC1_Natural Gas and Other Gases,871.1529999999999,Natural Gas and Other Gases,TX_57377_58001_WCC1
TX_57379_58005_CTG-1_HRSG1_WCC1_Natural Gas and Other Gases,497.84999999999997,Natural Gas and Other Gases,TX_57379_58005_WCC1
TX_57379_58005_CTG-1_HRSG2_WCC1_Natural Gas and Other Gases,497.84999999999997,Natural Gas and Other Gases,TX_57379_58005_WCC1
OH_59534_59764_CTG11_HRSG11_PAB-01_Natural Gas and Other Gases,1012.729,Natural Gas and Other Gases,OH_59534_59764_PAB-01
OH_59534_59764_CTG11_HRSG12_PAB-01_Natural Gas and Other Gases,1012.729,Natural Gas and Other Gases,OH_59534_59764_PAB-01
OH_59534_59764_CTG12_HRSG11_PAB-01_Natural Gas and Other Gases,1012.729,Natural Gas and Other Gases,OH_59534_59764_PAB-01
OH_59534_59764_CTG12_HRSG12_PAB-01_Natural Gas and Other Gases,1012.729,Natural Gas and Other Gases,OH_59534_59764_PAB-01
KY_18642_1378_CTG2_HRSG1_CWS_Natural Gas and Other Gases,1525.0,Natural Gas and Other Gases,KY_18642_1378_CWS
KY_18642_1378_CTG2_HRSG2_CWS_Natural Gas and Other Gases,1525.0,Natural Gas and Other Gases,KY_18642_1378_CWS
KY_18642_1378_CTG2_HRSG3_CWS_Natural Gas and Other Gases,1525.0,Natural Gas and Other Gases,KY_18642_1378_CWS
TN_18642_3393_CTG2_HRSG1_COOLH_Natural Gas and Other Gases,764.0,Natural Gas and Other Gases,TN_18642_3393_COOLH
TN_18642_3393_CTG2_HRSG2_COOLH_Natural Gas and Other Gases,764.0,Natural Gas and Other Gases,TN_18642_3393_COOLH
TN_18642_3405_CTG2_HRSG1_2_Natural Gas and Other Gases,521.0,Natural Gas and Other Gases,TN_18642_3405_2
TN_18642_7845_CTG2_HRSG_SITE_Natural Gas and Other Gases,609.0,Natural Gas and Other Gases,TN_18642_7845_SITE
MS_17568_55063_CTG2_HRSG2_CCW1_Natural Gas and Other Gases,2.111,Natural Gas and Other Gases,MS_17568_55063_CCW1
TX_60477_55097_CTG2_HRSG1_TOW1_Natural Gas and Other Gases,572.461,Natural Gas and Other Gases,TX_60477_55097_TOW1
TX_60477_55097_CTG2_HRSG2_TOW1_Natural Gas and Other Gases,572.461,Natural Gas and Other Gases,TX_60477_55097_TOW1
RI_6832_55107_CTG2_HRSG01_CT1_Natural Gas and Other Gases,691.5480000000001,Natural Gas and Other Gases,RI_6832_55107_CT1
RI_6832_55107_CTG2_HRSG02_CT1_Natural Gas and Other Gases,691.5480000000001,Natural Gas and Other Gases,RI_6832_55107_CT1
TX_2877_55123_CTG2_HRSG1_CT_Natural Gas and Other Gases,1619.95,Natural Gas and Other Gases,TX_2877_55123_CT
TX_2877_55123_CTG2_HRSG2_CT_Natural Gas and Other Gases,1619.95,Natural Gas and Other Gases,TX_2877_55123_CT
AZ_56090_55124_CTG2_259611_CT_Natural Gas and Other Gases,940.0,Natural Gas and Other Gases,AZ_56090_55124_CT
AZ_56090_55124_CTG2_259612_CT_Natural Gas and Other Gases,940.0,Natural Gas and Other Gases,AZ_56090_55124_CT
AZ_16572_55129_CTG2_HRSG1_HRC_Natural Gas and Other Gases,607.73,Natural Gas and Other Gases,AZ_16572_55129_HRC
AZ_16572_55129_CTG2_HRSG2_HRC_Natural Gas and Other Gases,607.73,Natural Gas and Other Gases,AZ_16572_55129_HRC
IL_57141_55131_CTG2_B2_PLANT_Natural Gas and Other Gases,4.1739999999999995,Natural Gas and Other Gases,IL_57141_55131_PLANT
TX_16604_55137_CTG2_101_CIRC_Natural Gas and Other Gases,804.6249999999999,Natural Gas and Other Gases,TX_16604_55137_CIRC
TX_16604_55137_CTG2_201_CIRC_Natural Gas and Other Gases,804.6249999999999,Natural Gas and Other Gases,TX_16604_55137_CIRC
TX_16604_55137_CTG2_301_CIRC_Natural Gas and Other Gases,804.6249999999999,Natural Gas and Other Gases,TX_16604_55137_CIRC
TX_313_55139_CTG2_HRSG1_CIRC1_Natural Gas and Other Gases,394.79999999999995,Natural Gas and Other Gases,TX_313_55139_CIRC1
TX_313_55139_CTG2_HRSG2_CIRC1_Natural Gas and Other Gases,394.79999999999995,Natural Gas and Other Gases,TX_313_55139_CIRC1
OK_7597_55146_CTG2_2_UNIT2_Natural Gas and Other Gases,286.889,Natural Gas and Other Gases,OK_7597_55146_UNIT2
TX_57045_55153_CTG2_HRSG1_CT1_Natural Gas and Other Gases,563.1270000000001,Natural Gas and Other Gases,TX_57045_55153_CT1
TX_57045_55153_CTG2_HRSG2_CT1_Natural Gas and Other Gases,563.1270000000001,Natural Gas and Other Gases,TX_57045_55153_CT1
PA_55649_55193_CTG2_HRSG1_1_Natural Gas and Other Gases,834.8180000000001,Natural Gas and Other Gases,PA_55649_55193_1
PA_55649_55193_CTG2_HRSG2_1_Natural Gas and Other Gases,834.8180000000001,Natural Gas and Other Gases,PA_55649_55193_1
MS_18642_55197_CTG2_2_UNIT 2_Natural Gas and Other Gases,178.72,Natural Gas and Other Gases,MS_18642_55197_UNIT 2
TX_60477_55215_CTG2_HRSG1_CTW1_Natural Gas and Other Gases,466.417,Natural Gas and Other Gases,TX_60477_55215_CTW1
TX_60477_55215_CTG2_HRSG2_CTW1_Natural Gas and Other Gases,466.417,Natural Gas and Other Gases,TX_60477_55215_CTW1
OK_2897_55225_CTG2_HRSG-1_PLANT_Natural Gas and Other Gases,922.369,Natural Gas and Other Gases,OK_2897_55225_PLANT
OK_2897_55225_CTG2_HRSG-2_PLANT_Natural Gas and Other Gases,922.369,Natural Gas and Other Gases,OK_2897_55225_PLANT
MS_18642_55269_CTG2_2_PLANT_Natural Gas and Other Gases,647.0,Natural Gas and Other Gases,MS_18642_55269_PLANT
AZ_56812_55282_CTG2_HRSG1_CT_Natural Gas and Other Gases,533.8439999999999,Natural Gas and Other Gases,AZ_56812_55282_CT
AZ_56812_55282_CTG2_HRSG2_CT_Natural Gas and Other Gases,533.8439999999999,Natural Gas and Other Gases,AZ_56812_55282_CT
AL_2929_55292_CTG2_HRSG1_CWS_Natural Gas and Other Gases,407.384,Natural Gas and Other Gases,AL_2929_55292_CWS
AL_2929_55292_CTG2_HRSG2_CWS_Natural Gas and Other Gases,407.384,Natural Gas and Other Gases,AL_2929_55292_CWS
AL_2929_55292_CTG2_HRSG3_CWS_Natural Gas and Other Gases,407.384,Natural Gas and Other Gases,AL_2929_55292_CWS
