Plant_Id,"Combined_Heat_And
Power_Plant",Nuclear_Unit_Id,Plant_Name,Operator_Name,Operator_Id,Plant_State,Census_Region,NERC_Region,Reserved,NAICS_Code,EIA_Sector_Number,Sector_Name,"Reported
Prime_Mover",Reported_Fuel_Type_Code,AER_Fuel_Type_Code,Balancing_Authority_Code,"Respondent
Frequency","Physical
Unit_Label","Quantity
January","Quantity
February","Quantity
March","Quantity
April","Quantity
May","Quantity
June","Quantity
July","Quantity
August","Quantity
September","Quantity
October","Quantity
November","Quantity
December","Elec_Quantity
January","Elec_Quantity
February","Elec_Quantity
March","Elec_Quantity
April","Elec_Quantity
May","Elec_Quantity
June","Elec_Quantity
July","Elec_Quantity
August","Elec_Quantity
September","Elec_Quantity
October","Elec_Quantity
November","Elec_Quantity
December","MMBtuPer_Unit
January","MMBtuPer_Unit
February","MMBtuPer_Unit
March","MMBtuPer_Unit
April","MMBtuPer_Unit
May","MMBtuPer_Unit
June","MMBtuPer_Unit
July","MMBtuPer_Unit
August","MMBtuPer_Unit
September","MMBtuPer_Unit
October","MMBtuPer_Unit
November","MMBtuPer_Unit
December","Tot_MMBtu
January","Tot_MMBtu
February","Tot_MMBtu
March","Tot_MMBtu
April","Tot_MMBtu
May","Tot_MMBtu
June","Tot_MMBtu
July","Tot_MMBtu
August","Tot_MMBtu
September","Tot_MMBtu
October","Tot_MMBtu
November","Tot_MMBtu
December","Elec_MMBtu
January","Elec_MMBtu
February","Elec_MMBtu
March","Elec_MMBtu
April","Elec_MMBtu
May","Elec_MMBtu
June","Elec_MMBtu
July","Elec_MMBtu
August","Elec_MMBtu
September","Elec_MMBtu
October","Elec_MMBtu
November","Elec_MMBtu
December","Netgen
January","Netgen
February","Netgen
March","Netgen
April","Netgen
May","Netgen
June","Netgen
July","Netgen
August","Netgen
September","Netgen
October","Netgen
November","Netgen
December","Total_Fuel_Consumption
Quantity","Electric_Fuel_Consumption
Quantity","Total_Fuel_Consumption
MMBtu",Elec_Fuel_Consumption_MMBtu,Net_Generation_(Megawatthours),YEAR,ID_SUP,Ftype,Unique
55440,N,.,Central Alabama Generating Station,Alabama Power Co,195,AL,ESC,SERC,,22,1,Electric Utility,CT,NG,NG,SOCO,M,mcf,"2,965,169","2,187,813","2,826,986","422,967","1,141,340","2,448,090","2,780,209","3,233,734","2,704,706","1,426,314","3,144,810","2,991,278","2,965,169","2,187,813","2,826,986","422,967","1,141,340","2,448,090","2,780,209","3,233,734","2,704,706","1,426,314","3,144,810","2,991,278",1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,"3,054,124","2,257,823","2,906,142","434,810","1,172,156","2,514,188","2,866,395","3,327,512","2,780,438","1,464,824","3,229,720","3,072,043","3,054,124","2,257,823","2,906,142","434,810","1,172,156","2,514,188","2,866,395","3,327,512","2,780,438","1,464,824","3,229,720","3,072,043","271,715","199,387","253,980","42,547","101,606","224,326","257,793","372,859","245,666","130,185","290,256","284,764","28,273,416","28,273,416","29,080,175",29080175.0,2675084.0,2021,AL_195_55440,Natural Gas and Other Gases,AL_195_55440_Natural Gas and Other Gases
55451,N,.,Magnolia Power Plant,Tennessee Valley Authority,18642,MS,ESC,SERC,,22,1,Electric Utility,CA,NG,NG,TVA,M,mcf,"1,347,047","821,241","749,068","982,757","733,773","832,238","972,999","924,656","838,628","1,035,373","561,736","1,184,939","1,347,047","821,241","749,068","982,757","733,773","832,238","972,999","924,656","838,628","1,035,373","561,736","1,184,939",1,1,1,1,1,1,1,1,1,1,1,1,"1,347,047","821,241","749,068","982,757","733,773","832,238","972,999","924,656","838,628","1,035,373","561,736","1,184,939","1,347,047","821,241","749,068","982,757","733,773","832,238","972,999","924,656","838,628","1,035,373","561,736","1,184,939","195,528","120,495","108,176","143,310","108,386","120,958","139,641","134,492","117,871","149,911","81,262","172,697","10,984,455","10,984,455","10,984,455",10984455.0,1592727.0,2021,MS_18642_55451,Natural Gas and Other Gases,MS_18642_55451_Natural Gas and Other Gases
55451,N,.,Magnolia Power Plant,Tennessee Valley Authority,18642,MS,ESC,SERC,,22,1,Electric Utility,CT,NG,NG,TVA,M,mcf,"2,411,328","1,492,059","1,452,471","1,745,286","1,332,717","1,360,865","1,516,428","1,493,810","1,405,682","1,765,001","947,142","928,264","2,411,328","1,492,059","1,452,471","1,745,286","1,332,717","1,360,865","1,516,428","1,493,810","1,405,682","1,765,001","947,142","928,264",1,1,1,1,1,1,1,1,1,1,1,1,"2,411,328","1,492,059","1,452,471","1,745,286","1,332,717","1,360,865","1,516,428","1,493,810","1,405,682","1,765,001","947,142","928,264","2,411,328","1,492,059","1,452,471","1,745,286","1,332,717","1,360,865","1,516,428","1,493,810","1,405,682","1,765,001","947,142","928,264","350,011","218,920","209,757","254,507","196,856","197,790","217,633","217,277","197,572","255,553","137,017","135,289","17,851,053","17,851,053","17,851,053",17851053.0,2588182.0,2021,MS_18642_55451,Natural Gas and Other Gases,MS_18642_55451_Natural Gas and Other Gases
55455,N,.,Red Hawk,Arizona Public Service Co,803,AZ,MTN,WECC,,22,1,Electric Utility,CT,NG,NG,SRP,M,mcf,"3,547,059","2,681,697","2,036,459","3,698,410","3,040,865","3,467,558","4,316,216","3,839,080","2,872,253","3,430,539","1,914,901","2,616,222","3,547,059","2,681,697","2,036,459","3,698,410","3,040,865","3,467,558","4,316,216","3,839,080","2,872,253","3,430,539","1,914,901","2,616,222",1.03,1.03,1.04,1.03,1.03,1.03,1.03,1.03,1.04,1.04,1.04,1.04,"3,660,565","2,772,875","2,109,772","3,809,362","3,119,927","3,575,052","4,441,386","3,965,770","2,990,015","3,571,191","1,989,582","2,713,022","3,660,565","2,772,875","2,109,772","3,809,362","3,119,927","3,575,052","4,441,386","3,965,770","2,990,015","3,571,191","1,989,582","2,713,022","330,269","237,746","187,952","344,763","271,634","321,887","409,623","363,228","270,102","327,761","176,177","242,848","37,461,259","37,461,259","38,718,519",38718519.0,3483990.0,2021,AZ_803_55455,Natural Gas and Other Gases,AZ_803_55455_Natural Gas and Other Gases
55457,N,.,McClain Energy Facility,Oklahoma Gas & Electric Co,14063,OK,WSC,MRO,,22,1,Electric Utility,CT,NG,NG,SWPP,M,mcf,"1,813,765","1,523,802","964,359","716,382","1,601,615","1,796,661","1,960,866","2,065,163","1,122,368",0,"887,066","908,481","1,813,765","1,523,802","964,359","716,382","1,601,615","1,796,661","1,960,866","2,065,163","1,122,368",0,"887,066","908,481",1.03,1.04,1.03,1.03,1.03,1.02,1.02,1.02,1.02,0,1.02,1.02,"1,860,923","1,587,802","989,432","735,008","1,643,257","1,829,001","2,000,083","2,102,336","1,145,938",0,"902,146","924,834","1,860,923","1,587,802","989,432","735,008","1,643,257","1,829,001","2,000,083","2,102,336","1,145,938",0,"902,146","924,834","169,921","131,685","90,563","61,790","148,350","165,958","180,407","190,810","114,247",0,"77,334","79,187","15,360,528","15,360,528","15,720,760",15720760.0,1410252.0,2021,OK_14063_55457,Natural Gas and Other Gases,OK_14063_55457_Natural Gas and Other Gases
55463,N,.,Redbud Power Plant,Oklahoma Gas & Electric Co,14063,OK,WSC,MRO,,22,1,Electric Utility,CA,NG,NG,SWPP,M,mcf,"59,053","28,087","25,573","33,886","36,679","79,075","87,762","74,865","65,408","18,095","5,079","33,440","59,053","28,087","25,573","33,886","36,679","79,075","87,762","74,865","65,408","18,095","5,079","33,440",1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,"60,175","28,621","26,059","34,530","37,376","80,577","89,429","76,287","66,651","18,439","5,176","34,075","60,175","28,621","26,059","34,530","37,376","80,577","89,429","76,287","66,651","18,439","5,176","34,075","160,480","138,578","100,125","86,864","109,348","218,834","243,981","218,016","192,623","42,437","33,095","103,598","547,002","547,002","557,395",557395.0,1647979.0,2021,OK_14063_55463,Natural Gas and Other Gases,OK_14063_55463_Natural Gas and Other Gases
55463,N,.,Redbud Power Plant,Oklahoma Gas & Electric Co,14063,OK,WSC,MRO,,22,1,Electric Utility,CT,NG,NG,SWPP,M,mcf,"3,159,853","2,768,356","1,960,069","1,541,388","2,063,958","3,824,926","4,295,836","3,942,497","3,449,099","797,030","676,696","2,015,640","3,159,853","2,768,356","1,960,069","1,541,388","2,063,958","3,824,926","4,295,836","3,942,497","3,449,099","797,030","676,696","2,015,640",1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,"3,219,890","2,820,955","1,997,310","1,570,674","2,103,173","3,897,600","4,377,457","4,017,404","3,514,632","812,174","689,553","2,053,937","3,219,890","2,820,955","1,997,310","1,570,674","2,103,173","3,897,600","4,377,457","4,017,404","3,514,632","812,174","689,553","2,053,937","291,883","243,462","175,050","138,350","180,432","329,820","361,381","334,873","295,251","70,374","59,910","179,799","30,495,348","30,495,348","31,074,759",31074759.0,2660585.0,2021,OK_14063_55463,Natural Gas and Other Gases,OK_14063_55463_Natural Gas and Other Gases
55467,N,.,Ouachita,Entergy Louisiana LLC,11241,LA,WSC,SERC,,22,1,Electric Utility,CT,NG,NG,MISO,M,mcf,0,"1,306,177","3,104,738","3,040,680","1,312,496","1,858,704","1,652,196","2,364,027","35,390","42,668","2,471,518","2,112,093",0,"1,306,177","3,104,738","3,040,680","1,312,496","1,858,704","1,652,196","2,364,027","35,390","42,668","2,471,518","2,112,093",0,1.02,1.04,1.05,1.05,1.04,1.04,1.05,1.05,1.05,1.03,1.02,0,"1,334,913","3,238,242","3,177,511","1,382,058","1,938,628","1,714,979","2,482,228","37,160","44,631","2,538,249","2,156,447",0,"1,334,913","3,238,242","3,177,511","1,382,058","1,938,628","1,714,979","2,482,228","37,160","44,631","2,538,249","2,156,447",0,"111,507","283,584","284,488","124,880","167,024","146,177","216,130","2,556","1,353","221,783","195,982","19,300,687","19,300,687","20,045,046",20045046.0,1755464.0,2021,LA_11241_55467,Natural Gas and Other Gases,LA_11241_55467_Natural Gas and Other Gases
55480,N,.,Forney Energy Center,LaFrontera Holdings LLC,60477,TX,WSC,TRE,,22,2,NAICS-22 Non-Cogen,CA,NG,NG,ERCO,M,mcf,"233,979","260,497","191,529","308,693","335,913","509,797","584,103","728,856","626,099","692,917","409,422","422,206","233,979","260,497","191,529","308,693","335,913","509,797","584,103","728,856","626,099","692,917","409,422","422,206",1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,"241,466","268,833","197,658","318,571","346,662","526,111","602,794","752,179","646,134","715,090","422,524","435,717","241,466","268,833","197,658","318,571","346,662","526,111","602,794","752,179","646,134","715,090","422,524","435,717","195,561","174,969","205,653","195,981","339,522","329,421","359,211","381,239","351,127","397,404","314,122","352,805","5,304,011","5,304,011","5,473,739",5473739.0,3597015.0,2021,TX_60477_55480,Natural Gas and Other Gases,TX_60477_55480_Natural Gas and Other Gases
55480,N,.,Forney Energy Center,LaFrontera Holdings LLC,60477,TX,WSC,TRE,,22,2,NAICS-22 Non-Cogen,CT,NG,NG,ERCO,M,mcf,"3,321,058","3,798,078","3,609,540","3,228,094","5,663,505","5,111,151","5,520,773","5,673,453","5,379,288","5,935,229","5,063,773","5,771,156","3,321,058","3,798,078","3,609,540","3,228,094","5,663,505","5,111,151","5,520,773","5,673,453","5,379,288","5,935,229","5,063,773","5,771,156",1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,"3,427,332","3,919,616","3,725,045","3,331,393","5,844,737","5,274,708","5,697,438","5,855,003","5,551,425","6,125,156","5,225,814","5,955,833","3,427,332","3,919,616","3,725,045","3,331,393","5,844,737","5,274,708","5,697,438","5,855,003","5,551,425","6,125,156","5,225,814","5,955,833","316,797","359,389","335,192","301,948","530,060","478,670","513,595","525,600","495,919","557,863","468,446","547,228","58,075,098","58,075,098","59,933,500",59933500.0,5430707.0,2021,TX_60477_55480,Natural Gas and Other Gases,TX_60477_55480_Natural Gas and Other Gases
55481,N,.,Mesquite Generating Station Block 2,Mesquite Power LLC,12363,AZ,MTN,WECC,,22,2,NAICS-22 Non-Cogen,CA,NG,NG,SRP,M,mcf,"183,009","96,702","51,173","55,752","239,744","516,060","503,810","358,959","283,642","203,748","99,075","124,925","183,009","96,702","51,173","55,752","239,744","516,060","503,810","358,959","283,642","203,748","99,075","124,925",1.03,1.03,1.04,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.02,1.03,"188,865","99,700","53,066","57,202","246,457","532,574","519,932","370,446","293,286","209,860","101,354","128,673","188,865","99,700","53,066","57,202","246,457","532,574","519,932","370,446","293,286","209,860","101,354","128,673","145,673","78,561","46,443","67,244","143,992","183,511","182,024","154,935","144,344","140,470","84,367","116,721","2,716,599","2,716,599","2,801,415",2801415.0,1488285.0,2021,AZ_12363_55481,Natural Gas and Other Gases,AZ_12363_55481_Natural Gas and Other Gases
55481,N,.,Mesquite Generating Station Block 2,Mesquite Power LLC,12363,AZ,MTN,WECC,,22,2,NAICS-22 Non-Cogen,CT,NG,NG,SRP,M,mcf,"2,271,979","1,226,048","760,080","1,257,587","1,997,312","2,223,960","2,261,751","2,032,744","2,013,358","2,091,946","1,354,828","1,860,925","2,271,979","1,226,048","760,080","1,257,587","1,997,312","2,223,960","2,261,751","2,032,744","2,013,358","2,091,946","1,354,828","1,860,925",1.03,1.03,1.04,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.02,1.03,"2,344,682","1,264,055","788,203","1,290,284","2,053,237","2,295,127","2,334,127","2,097,792","2,081,812","2,154,704","1,385,989","1,916,753","2,344,682","1,264,055","788,203","1,290,284","2,053,237","2,295,127","2,334,127","2,097,792","2,081,812","2,154,704","1,385,989","1,916,753","208,562","109,770","69,365","114,541","183,689","205,769","205,952","184,367","178,393","184,027","118,272","163,367","21,352,518","21,352,518","22,006,765",22006765.0,1926074.0,2021,AZ_12363_55481,Natural Gas and Other Gases,AZ_12363_55481_Natural Gas and Other Gases
55482,N,.,Goldendale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,,22,1,Electric Utility,CA,NG,NG,PSEI,AM,mcf,"42,988","25,129","53,218","91,732","55,156","36,416","59,739","78,409","67,832","16,069","44,459","29,044","42,988","25,129","53,218","91,732","55,156","36,416","59,739","78,409","67,832","16,069","44,459","29,044",1.04,1.05,1.04,1.04,1.04,1.04,1.04,1.05,1.03,1.01,1.01,1.01,"44,879","26,436","55,400","95,585","57,142","37,800","62,009","82,251","70,138","16,262","44,993","29,393","44,879","26,436","55,400","95,585","57,142","37,800","62,009","82,251","70,138","16,262","44,993","29,393","65,009","59,160","70,684","73,696","47,228","49,543","61,311","72,035","60,072","22,152","61,638","52,908","600,191","600,191","622,288",622288.0,695436.0,2021,WA_15500_55482,Natural Gas and Other Gases,WA_15500_55482_Natural Gas and Other Gases
55482,N,.,Goldendale Generating Station,Puget Sound Energy Inc,15500,WA,PACC,WECC,,22,1,Electric Utility,CT,NG,NG,PSEI,AM,mcf,"1,212,350","1,125,830","1,299,182","1,250,393","820,489","906,221","1,075,621","1,209,928","1,040,443","428,283","1,171,872","1,047,667","1,212,350","1,125,830","1,299,182","1,250,393","820,489","906,221","1,075,621","1,209,928","1,040,443","428,283","1,171,872","1,047,667",1.04,1.05,1.04,1.04,1.04,1.04,1.04,1.05,1.03,1.01,1.01,1.01,"1,265,693","1,184,373","1,352,448","1,302,910","850,027","940,657","1,116,495","1,269,214","1,075,818","433,422","1,185,934","1,060,239","1,265,693","1,184,373","1,352,448","1,302,910","850,027","940,657","1,116,495","1,269,214","1,075,818","433,422","1,185,934","1,060,239","127,268","118,688","136,176","130,562","84,021","92,812","110,734","128,656","106,747","42,326","118,260","106,000","12,588,279","12,588,279","13,037,230",13037230.0,1302250.0,2021,WA_15500_55482,Natural Gas and Other Gases,WA_15500_55482_Natural Gas and Other Gases
55501,N,.,Kiamichi Energy Facility,Kiowa Power Partners LLC,10362,OK,WSC,TRE,,22,2,NAICS-22 Non-Cogen,CA,NG,NG,ERCO,M,mcf,"134,928","276,223","65,012","53,726","60,945","145,348","337,299","436,379","474,421","380,296","14,822","79,526","134,928","276,223","65,012","53,726","60,945","145,348","337,299","436,379","474,421","380,296","14,822","79,526",1.03,1.03,1.02,1.02,1.04,1.04,1.04,1.04,1.04,1.02,1.01,1.01,"138,571","284,786","66,507","54,962","63,261","150,871","350,116","452,961","492,449","387,902","14,955","80,401","138,571","284,786","66,507","54,962","63,261","150,871","350,116","452,961","492,449","387,902","14,955","80,401","164,931","168,158","100,774","32,848","71,939","118,806","241,429","266,348","261,597","229,879","32,786","72,801","2,458,925","2,458,925","2,537,742",2537742.0,1762296.0,2021,OK_10362_55501,Natural Gas and Other Gases,OK_10362_55501_Natural Gas and Other Gases
55501,N,.,Kiamichi Energy Facility,Kiowa Power Partners LLC,10362,OK,WSC,TRE,,22,2,NAICS-22 Non-Cogen,CT,NG,NG,ERCO,M,mcf,"2,928,458","2,759,293","1,810,548","555,341","1,319,107","1,935,384","3,853,761","4,016,636","3,939,826","3,635,188","675,871","1,272,983","2,928,458","2,759,293","1,810,548","555,341","1,319,107","1,935,384","3,853,761","4,016,636","3,939,826","3,635,188","675,871","1,272,983",1.03,1.03,1.02,1.02,1.04,1.04,1.04,1.04,1.04,1.02,1.01,1.01,"3,007,526","2,844,831","1,852,191","568,114","1,369,233","2,008,929","4,000,204","4,169,268","4,089,539","3,707,892","681,954","1,286,986","3,007,526","2,844,831","1,852,191","568,114","1,369,233","2,008,929","4,000,204","4,169,268","4,089,539","3,707,892","681,954","1,286,986","244,257","240,113","148,063","45,582","112,016","163,552","324,832","349,175","346,055","315,355","51,643","106,645","28,702,396","28,702,396","29,586,667",29586667.0,2447288.0,2021,OK_10362_55501,Natural Gas and Other Gases,OK_10362_55501_Natural Gas and Other Gases
55502,N,.,"Lawrenceburg Power, LLC","Lawrenceburg Power, LLC",61137,IN,ENC,RFC,,22,2,NAICS-22 Non-Cogen,CA,NG,NG,PJM,M,mcf,"201,371","131,327","66,214","223,931","119,124","232,507","274,669","323,432","199,102","334,763","479,938","308,074","201,371","131,327","66,214","223,931","119,124","232,507","274,669","323,432","199,102","334,763","479,938","308,074",1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,"215,467","140,520","70,849","239,606","127,463","248,782","293,896","346,072","213,039","358,196","513,534","329,639","215,467","140,520","70,849","239,606","127,463","248,782","293,896","346,072","213,039","358,196","513,534","329,639","282,470","237,011","216,887","266,668","162,301","238,775","258,287","284,657","219,081","287,016","311,604","286,346","2,894,452","2,894,452","3,097,063",3097063.0,3051103.0,2021,IN_61137_55502,Natural Gas and Other Gases,IN_61137_55502_Natural Gas and Other Gases
55502,N,.,"Lawrenceburg Power, LLC","Lawrenceburg Power, LLC",61137,IN,ENC,RFC,,22,2,NAICS-22 Non-Cogen,CT,NG,NG,PJM,M,mcf,"4,999,385","4,198,705","3,937,327","4,505,677","2,771,121","3,885,456","4,132,186","4,486,137","3,562,266","4,570,950","4,843,570","4,716,121","4,999,385","4,198,705","3,937,327","4,505,677","2,771,121","3,885,456","4,132,186","4,486,137","3,562,266","4,570,950","4,843,570","4,716,121",1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,"5,349,342","4,492,614","4,212,940","4,821,074","2,965,099","4,157,438","4,421,439","4,800,167","3,811,625","4,890,917","5,182,620","5,046,249","5,349,342","4,492,614","4,212,940","4,821,074","2,965,099","4,157,438","4,421,439","4,800,167","3,811,625","4,890,917","5,182,620","5,046,249","501,517","406,032","379,269","442,456","266,989","370,463","392,410","427,364","333,476","442,741","479,251","462,680","50,608,901","50,608,901","54,151,524",54151524.0,4904648.0,2021,IN_61137_55502,Natural Gas and Other Gases,IN_61137_55502_Natural Gas and Other Gases
55503,N,.,"Waterford Power, LLC","Waterford Power, LLC",61136,OH,ENC,RFC,,22,2,NAICS-22 Non-Cogen,CA,NG,NG,PJM,M,mcf,"102,624","79,218","123,179","208,454","141,404","151,346","134,777","118,591","59,195","254,712","310,875","156,500","102,624","79,218","123,179","208,454","141,404","151,346","134,777","118,591","59,195","254,712","310,875","156,500",1.07,1.07,1.07,1.07,1.06,1.07,1.07,1.07,1.07,1.07,1.07,1.07,"109,808","84,763","131,802","223,046","149,888","161,940","144,211","126,892","63,339","272,542","332,636","167,455","109,808","84,763","131,802","223,046","149,888","161,940","144,211","126,892","63,339","272,542","332,636","167,455","222,711","184,534","185,744","223,265","205,421","196,487","148,349","144,628","106,387","228,210","222,533","215,524","1,840,875","1,840,875","1,968,322",1968322.0,2283793.0,2021,OH_61136_55503,Natural Gas and Other Gases,OH_61136_55503_Natural Gas and Other Gases
55503,N,.,"Waterford Power, LLC","Waterford Power, LLC",61136,OH,ENC,RFC,,22,2,NAICS-22 Non-Cogen,CT,NG,NG,PJM,M,mcf,"4,043,704","3,306,804","3,217,233","3,739,049","3,517,541","3,317,336","2,464,012","2,409,872","1,858,074","3,694,397","3,533,837","3,716,108","4,043,704","3,306,804","3,217,233","3,739,049","3,517,541","3,317,336","2,464,012","2,409,872","1,858,074","3,694,397","3,533,837","3,716,108",1.07,1.07,1.07,1.07,1.06,1.07,1.07,1.07,1.07,1.07,1.07,1.07,"4,326,763","3,538,280","3,442,439","4,000,782","3,728,593","3,549,550","2,636,493","2,578,563","1,988,139","3,953,005","3,781,206","3,976,236","4,326,763","3,538,280","3,442,439","4,000,782","3,728,593","3,549,550","2,636,493","2,578,563","1,988,139","3,953,005","3,781,206","3,976,236","416,515","329,069","324,532","377,705","348,230","331,820","245,408","238,733","182,446","372,635","362,837","377,727","38,817,967","38,817,967","41,500,049",41500049.0,3907657.0,2021,OH_61136_55503,Natural Gas and Other Gases,OH_61136_55503_Natural Gas and Other Gases
55516,N,.,Fayette Energy Facility,"Fayette Power Company, LLC",59923,PA,MAT,RFC,,22,2,NAICS-22 Non-Cogen,CA,NG,NG,PJM,M,mcf,"196,830","169,833","300,368","391,318","331,108","383,738","351,674","307,856","232,997","297,865","434,098","346,176","196,830","169,833","300,368","391,318","331,108","383,738","351,674","307,856","232,997","297,865","434,098","346,176",1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,"204,310","176,626","312,082","405,014","343,359","399,855","365,038","320,478","242,550","309,780","451,462","360,023","204,310","176,626","312,082","405,014","343,359","399,855","365,038","320,478","242,550","309,780","451,462","360,023","165,016","147,250","176,624","158,885","178,323","181,578","182,225","174,479","163,858","133,637","190,567","183,224","3,743,861","3,743,861","3,890,577",3890577.0,2035666.0,2021,PA_59923_55516,Natural Gas and Other Gases,PA_59923_55516_Natural Gas and Other Gases
55516,N,.,Fayette Energy Facility,"Fayette Power Company, LLC",59923,PA,MAT,RFC,,22,2,NAICS-22 Non-Cogen,CT,NG,NG,PJM,M,mcf,"2,749,303","2,449,344","2,640,288","2,109,937","2,619,518","2,565,211","2,669,210","2,626,851","2,582,411","1,863,946","2,641,517","2,696,229","2,749,303","2,449,344","2,640,288","2,109,937","2,619,518","2,565,211","2,669,210","2,626,851","2,582,411","1,863,946","2,641,517","2,696,229",1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.04,"2,853,777","2,547,318","2,743,259","2,183,785","2,716,440","2,672,950","2,770,640","2,734,552","2,688,290","1,938,504","2,747,178","2,804,078","2,853,777","2,547,318","2,743,259","2,183,785","2,716,440","2,672,950","2,770,640","2,734,552","2,688,290","1,938,504","2,747,178","2,804,078","279,286","248,655","243,100","203,420","230,760","253,486","262,273","257,686","256,095","183,533","264,289","269,416","30,213,765","30,213,765","31,400,771",31400771.0,2951999.0,2021,PA_59923_55516,Natural Gas and Other Gases,PA_59923_55516_Natural Gas and Other Gases
55518,N,.,High Desert Power Plant,"MRP Generation Holdings, LLC",60431,CA,PACC,WECC,,22,2,NAICS-22 Non-Cogen,CA,NG,NG,CISO,M,mcf,"68,425","50,800","85,836","26,250","52,287","149,139","247,612","178,404","165,086","164,645","117,276","4,778","68,425","50,800","85,836","26,250","52,287","149,139","247,612","178,404","165,086","164,645","117,276","4,778",1.04,1.04,1.04,1.03,1.03,1.03,1.04,1.04,1.04,1.04,1.03,1.04,"70,888","52,578","89,012","27,011","53,908","153,911","257,269","185,362","171,689","170,572","120,912","4,969","70,888","52,578","89,012","27,011","53,908","153,911","257,269","185,362","171,689","170,572","120,912","4,969","118,677","72,951","135,672","35,275","60,788","133,665","195,224","182,285","169,080","158,147","116,227","22,004","1,310,538","1,310,538","1,358,081",1358081.0,1399995.0,2021,CA_60431_55518,Natural Gas and Other Gases,CA_60431_55518_Natural Gas and Other Gases
55518,N,.,High Desert Power Plant,"MRP Generation Holdings, LLC",60431,CA,PACC,WECC,,22,2,NAICS-22 Non-Cogen,CT,NG,NG,CISO,M,mcf,"2,381,802","1,454,885","2,694,674","706,041","1,195,743","2,425,083","3,392,751","3,299,249","3,073,644","2,914,395","2,247,325","464,283","2,381,802","1,454,885","2,694,674","706,041","1,195,743","2,425,083","3,392,751","3,299,249","3,073,644","2,914,395","2,247,325","464,283",1.04,1.04,1.04,1.03,1.03,1.03,1.04,1.04,1.04,1.04,1.03,1.04,"2,467,547","1,505,806","2,794,377","726,516","1,232,811","2,502,686","3,525,068","3,427,920","3,196,590","3,019,313","2,316,992","482,854","2,467,547","1,505,806","2,794,377","726,516","1,232,811","2,502,686","3,525,068","3,427,920","3,196,590","3,019,313","2,316,992","482,854","219,522","133,523","248,066","63,861","108,706","222,784","314,799","303,666","280,389","265,782","202,156","40,631","26,249,875","26,249,875","27,198,480",27198480.0,2403885.0,2021,CA_60431_55518,Natural Gas and Other Gases,CA_60431_55518_Natural Gas and Other Gases
55524,N,.,York Energy Center,Calpine Mid-Merit LLC,56608,PA,MAT,RFC,,22,2,NAICS-22 Non-Cogen,CA,NG,NG,PJM,M,mcf,"134,004","68,092","198,148","132,761","207,597","319,217","394,238","338,792","252,962","342,773","243,900","176,916","134,004","68,092","198,148","132,761","207,597","319,217","394,238","338,792","252,962","342,773","243,900","176,916",1.03,1.04,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,"138,560","70,475","204,489","136,744","213,825","328,794","406,459","348,956","260,298","352,371","251,217","182,400","138,560","70,475","204,489","136,744","213,825","328,794","406,459","348,956","260,298","352,371","251,217","182,400","209,220","216,175","211,272","204,326","225,040","257,803","268,936","272,772","229,896","263,310","197,540","199,332","2,809,400","2,809,400","2,894,588",2894588.0,2755622.0,2021,PA_56608_55524,Natural Gas and Other Gases,PA_56608_55524_Natural Gas and Other Gases
55524,N,.,York Energy Center,Calpine Mid-Merit LLC,56608,PA,MAT,RFC,,22,2,NAICS-22 Non-Cogen,CT,DFO,DFO,PJM,M,barrels,0,"5,908",0,0,0,0,0,0,0,0,0,"4,779",0,"5,908",0,0,0,0,0,0,0,0,0,"4,779",0,5.81,0,0,0,0,0,0,0,0,0,5.77,0,"34,337",0,0,0,0,0,0,0,0,0,"27,575",0,"34,337",0,0,0,0,0,0,0,0,0,"27,575",0,"3,145",0,0,0,0,0,0,0,0,0,"2,567","10,687","10,687","61,912",61912.0,5711.0,2021,PA_56608_55524,Petroleum Products,PA_56608_55524_Petroleum Products
