Plant_Id,"Combined_Heat_And
Power_Plant",Nuclear_Unit_Id,Plant_Name,Operator_Name,Operator_Id,Plant_State,Census_Region,NERC_Region,Reserved,NAICS_Code,EIA_Sector_Number,Sector_Name,"Reported
Prime_Mover",Reported_Fuel_Type_Code,AER_Fuel_Type_Code,Balancing_Authority_Code,"Respondent
Frequency","Physical
Unit_Label","Quantity
January","Quantity
February","Quantity
March","Quantity
April","Quantity
May","Quantity
June","Quantity
July","Quantity
August","Quantity
September","Quantity
October","Quantity
November","Quantity
December","Elec_Quantity
January","Elec_Quantity
February","Elec_Quantity
March","Elec_Quantity
April","Elec_Quantity
May","Elec_Quantity
June","Elec_Quantity
July","Elec_Quantity
August","Elec_Quantity
September","Elec_Quantity
October","Elec_Quantity
November","Elec_Quantity
December","MMBtuPer_Unit
January","MMBtuPer_Unit
February","MMBtuPer_Unit
March","MMBtuPer_Unit
April","MMBtuPer_Unit
May","MMBtuPer_Unit
June","MMBtuPer_Unit
July","MMBtuPer_Unit
August","MMBtuPer_Unit
September","MMBtuPer_Unit
October","MMBtuPer_Unit
November","MMBtuPer_Unit
December","Tot_MMBtu
January","Tot_MMBtu
February","Tot_MMBtu
March","Tot_MMBtu
April","Tot_MMBtu
May","Tot_MMBtu
June","Tot_MMBtu
July","Tot_MMBtu
August","Tot_MMBtu
September","Tot_MMBtu
October","Tot_MMBtu
November","Tot_MMBtu
December","Elec_MMBtu
January","Elec_MMBtu
February","Elec_MMBtu
March","Elec_MMBtu
April","Elec_MMBtu
May","Elec_MMBtu
June","Elec_MMBtu
July","Elec_MMBtu
August","Elec_MMBtu
September","Elec_MMBtu
October","Elec_MMBtu
November","Elec_MMBtu
December","Netgen
January","Netgen
February","Netgen
March","Netgen
April","Netgen
May","Netgen
June","Netgen
July","Netgen
August","Netgen
September","Netgen
October","Netgen
November","Netgen
December","Total_Fuel_Consumption
Quantity","Electric_Fuel_Consumption
Quantity","Total_Fuel_Consumption
MMBtu",Elec_Fuel_Consumption_MMBtu,Net_Generation_(Megawatthours),YEAR,ID_SUP,Ftype,Unique
2070,N,.,Moselle,Cooperative Energy,17568,MS,ESC,SERC,,22,1,Electric Utility,CA,NG,NG,MISO,M,mcf,"107,377","66,241","67,640","39,419","87,205","102,978","134,929","147,903","80,991","48,050","36,722","80,064","107,377","66,241","67,640","39,419","87,205","102,978","134,929","147,903","80,991","48,050","36,722","80,064",1.02,1.03,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.03,"109,525","67,897","69,196","40,247","88,600","105,038","137,493","150,269","82,611","49,059","37,456","82,626","109,525","67,897","69,196","40,247","88,600","105,038","137,493","150,269","82,611","49,059","37,456","82,626","67,908","39,697","33,704","15,611","35,596","47,696","64,979","67,056","37,709","20,314","14,772","33,601","999,519","999,519","1,020,017",1020017.0,478643.0,2021,MS_17568_2070,Natural Gas and Other Gases,MS_17568_2070_Natural Gas and Other Gases
2070,N,.,Moselle,Cooperative Energy,17568,MS,ESC,SERC,,22,1,Electric Utility,CT,NG,NG,MISO,M,mcf,"1,363,138","783,083","630,169","287,770","631,452","881,946","1,173,935","1,171,807","709,689","345,653","293,836","642,293","1,363,138","783,083","630,169","287,770","631,452","881,946","1,173,935","1,171,807","709,689","345,653","293,836","642,293",1.02,1.03,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.02,1.03,"1,390,401","802,660","644,663","293,813","641,555","899,585","1,196,240","1,190,556","723,883","352,912","299,713","662,846","1,390,401","802,660","644,663","293,813","641,555","899,585","1,196,240","1,190,556","723,883","352,912","299,713","662,846","114,184","66,110","51,946","24,611","51,086","71,621","94,657","95,155","56,323","28,984","24,905","54,954","8,914,771","8,914,771","9,098,827",9098827.0,734536.0,2021,MS_17568_2070,Natural Gas and Other Gases,MS_17568_2070_Natural Gas and Other Gases
2070,N,.,Moselle,Cooperative Energy,17568,MS,ESC,SERC,,22,1,Electric Utility,GT,NG,NG,MISO,M,mcf,"3,660","204,481","7,667","88,839","71,568","129,449","93,238","83,961","88,709","132,395",0,"130,712","3,660","204,481","7,667","88,839","71,568","129,449","93,238","83,961","88,709","132,395",0,"130,712",1.01,1.02,1.02,1.02,1.01,1.02,1.02,1.01,1.02,1.02,0,1.03,"3,711","209,184","7,836","90,438","72,570","131,650","94,916","85,136","90,217","134,778",0,"134,895","3,711","209,184","7,836","90,438","72,570","131,650","94,916","85,136","90,217","134,778",0,"134,895",262,"16,898",576,"6,479","6,096","10,389","7,463","6,664","7,143","10,812",0,"11,378","1,034,679","1,034,679","1,055,331",1055331.0,84160.0,2021,MS_17568_2070,Natural Gas and Other Gases,MS_17568_2070_Natural Gas and Other Gases
2070,N,.,Moselle,Cooperative Energy,17568,MS,ESC,SERC,,22,1,Electric Utility,ST,NG,NG,MISO,M,mcf,0,"40,666",852,"19,598","16,492","37,281","32,320","32,254","14,408","2,329",0,"10,996",0,"40,666",852,"19,598","16,492","37,281","32,320","32,254","14,408","2,329",0,"10,996",0,1.02,1.02,1.02,1.01,1.02,1.02,1.01,1.02,1.02,0,1.03,0,"41,601",870,"19,951","16,723","37,915","32,902","32,706","14,653","2,371",0,"11,348",0,"41,601",870,"19,951","16,723","37,915","32,902","32,706","14,653","2,371",0,"11,348",0,"3,701",46,"1,623","1,306","3,082","2,627","2,602","1,179",190,0,823,"207,196","207,196","211,040",211040.0,17179.0,2021,MS_17568_2070,Natural Gas and Other Gases,MS_17568_2070_Natural Gas and Other Gases
2098,Y,.,Lake Road (MO),Evergy Missouri West,56211,MO,WNC,MRO,,22,1,Electric Utility,GT,DFO,DFO,SWPP,M,barrels,0,"16,002",22,6,0,99,2,213,150,948,113,452,0,"4,416",0,1,0,15,0,37,20,206,16,69,0,5.8,5.77,5.83,0,5.79,5.5,5.81,5.8,5.8,5.81,5.8,0,"92,812",127,35,0,573,11,"1,238",870,"5,498",656,"2,622",0,"25,611",2,5,0,84,2,216,117,"1,194",95,400,0,"4,193",0,0,0,8,0,25,1,157,7,32,"18,007","4,780","104,442",27726.0,4423.0,2021,MO_56211_2098,Petroleum Products,MO_56211_2098_Petroleum Products
2098,Y,.,Lake Road (MO),Evergy Missouri West,56211,MO,WNC,MRO,,22,1,Electric Utility,GT,NG,NG,SWPP,M,mcf,"16,605","1,993",173,"4,541",0,"21,824","43,370","32,300","6,852","23,749","13,224","11,196","2,194",550,3,648,0,"3,204","7,016","5,637",919,"5,159","1,922","1,706",1,1,1,1,0,1,1,1,1,1,1,1,"16,605","1,993",173,"4,541",0,"21,824","43,370","32,300","6,852","23,749","13,224","11,196","2,194",550,3,648,0,"3,204","7,016","5,637",919,"5,159","1,922","1,706",124,90,0,0,0,301,800,661,6,677,138,138,"175,827","28,958","175,827",28958.0,2935.0,2021,MO_56211_2098,Natural Gas and Other Gases,MO_56211_2098_Natural Gas and Other Gases
2098,Y,.,Lake Road (MO),Evergy Missouri West,56211,MO,WNC,MRO,,22,1,Electric Utility,ST,DFO,DFO,SWPP,M,barrels,3,"7,947",13,0,0,0,0,0,0,0,0,8,0,262,0,0,0,0,0,0,0,0,0,0,5.67,5.8,5.77,0,0,0,0,0,0,0,0,5.8,17,"46,093",75,0,0,0,0,0,0,0,0,46,0,"1,519",0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,"7,971",262,"46,231",1519.0,66.0,2021,MO_56211_2098,Petroleum Products,MO_56211_2098_Petroleum Products
2098,Y,.,Lake Road (MO),Evergy Missouri West,56211,MO,WNC,MRO,,22,1,Electric Utility,ST,NG,NG,SWPP,M,mcf,"153,212","84,900","196,056","169,625","120,538","196,296","250,161","255,902","197,796","118,365","140,500","134,460",825,"2,799",0,277,0,261,"12,125","8,142",464,"2,645",755,0,1,1,1,1,1,1,1,1,1,1,1,1,"153,212","84,900","196,056","169,625","120,538","196,296","250,161","255,902","197,796","118,365","140,500","134,460",825,"2,799",0,277,0,261,"12,125","8,142",464,"2,645",755,0,0,122,0,0,0,0,971,315,0,160,0,0,"2,017,811","28,293","2,017,811",28293.0,1568.0,2021,MO_56211_2098,Natural Gas and Other Gases,MO_56211_2098_Natural Gas and Other Gases
2098,Y,.,Lake Road (MO),Evergy Missouri West,56211,MO,WNC,MRO,,22,1,Electric Utility,ST,SUB,COL,SWPP,M,short tons,"8,537","8,933","6,558","6,737","9,414","3,539","1,727",0,"2,956","9,763","8,356","9,720",46,294,0,11,0,5,84,0,7,218,45,0,17,17,17,17,17,17,17,0,17,17,17,17,"145,129","151,861","111,486","114,529","160,038","60,163","29,359",0,"50,252","165,971","142,052","165,240",781,"5,006",0,187,0,80,"1,423",0,118,"3,709",763,0,0,219,0,0,0,0,114,0,0,224,0,0,"76,240",710,"1,296,080",12067.0,557.0,2021,MO_56211_2098,Coal,MO_56211_2098_Coal
2167,N,.,New Madrid,"Associated Electric Coop, Inc",924,MO,WNC,SERC,,22,1,Electric Utility,ST,DFO,DFO,AECI,M,barrels,758,219,328,105,310,187,418,"1,111",526,932,841,"1,160",758,219,328,105,310,187,418,"1,111",526,932,841,"1,160",5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,"4,457","1,288","1,929",617,"1,823","1,100","2,458","6,533","3,093","5,480","4,945","6,821","4,457","1,288","1,929",617,"1,823","1,100","2,458","6,533","3,093","5,480","4,945","6,821",453,132,196,63,184,111,251,639,311,554,505,694,"6,895","6,895","40,544",40544.0,4093.0,2021,MO_924_2167,Petroleum Products,MO_924_2167_Petroleum Products
2167,N,.,New Madrid,"Associated Electric Coop, Inc",924,MO,WNC,SERC,,22,1,Electric Utility,ST,RC,COL,AECI,M,short tons,"373,540","363,671","175,182","167,853","131,348","195,420","189,602","265,049","401,126","332,320","282,165","359,906","373,540","363,671","175,182","167,853","131,348","195,420","189,602","265,049","401,126","332,320","282,165","359,906",17.28,16.97,17.36,17.4,17.3,17.3,17.32,17.42,17.2,17.08,17.39,17.08,"6,454,771","6,171,497","3,041,160","2,920,642","2,272,320","3,380,766","3,283,907","4,616,889","6,899,367","5,675,361","4,905,439","6,147,914","6,454,771","6,171,497","3,041,160","2,920,642","2,272,320","3,380,766","3,283,907","4,616,889","6,899,367","5,675,361","4,905,439","6,147,914","655,708","631,940","309,521","296,600","229,361","340,531","335,314","451,810","694,064","573,652","501,172","625,503","3,237,182","3,237,182","55,770,033",55770033.0,5645176.0,2021,MO_924_2167,Coal,MO_924_2167_Coal
2168,N,.,Thomas Hill,"Associated Electric Coop, Inc",924,MO,WNC,SERC,,22,1,Electric Utility,ST,DFO,DFO,AECI,M,barrels,70,124,218,830,"1,105",635,137,31,444,"1,599",343,124,70,124,218,830,"1,105",635,137,31,444,"1,599",343,124,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,5.88,412,729,"1,282","4,880","6,497","3,734",806,182,"2,611","9,402","2,017",729,412,729,"1,282","4,880","6,497","3,734",806,182,"2,611","9,402","2,017",729,43,74,133,503,654,378,81,18,262,945,205,74,"5,660","5,660","33,281",33281.0,3369.0,2021,MO_924_2168,Petroleum Products,MO_924_2168_Petroleum Products
2168,N,.,Thomas Hill,"Associated Electric Coop, Inc",924,MO,WNC,SERC,,22,1,Electric Utility,ST,RC,COL,AECI,M,short tons,"472,807","429,215","392,780","385,658","315,024","424,337","466,537","463,259","388,507","308,694","374,753","450,964","472,807","429,215","392,780","385,658","315,024","424,337","466,537","463,259","388,507","308,694","374,753","450,964",17.32,17.25,17.3,17.36,17.27,17.26,17.2,17.26,17.42,17.37,17.52,17.24,"8,189,963","7,403,959","6,796,272","6,696,566","5,439,834","7,324,057","8,024,436","7,997,703","6,769,346","5,362,015","6,565,673","7,773,717","8,189,963","7,403,959","6,796,272","6,696,566","5,439,834","7,324,057","8,024,436","7,997,703","6,769,346","5,362,015","6,565,673","7,773,717","850,703","755,226","704,049","689,550","547,477","740,993","806,295","799,238","678,301","538,962","666,850","787,245","4,872,535","4,872,535","84,343,541",84343541.0,8564890.0,2021,MO_924_2168,Coal,MO_924_2168_Coal
2240,N,.,Lon Wright,City of Fremont - (NE),6779,NE,WNC,MRO,,22,1,Electric Utility,GT,NG,NG,SWPP,A,mcf,"3,720","5,207","2,558","3,640","2,159","6,718","7,843","7,167","1,992","2,516","4,154","2,517","3,720","5,207","2,558","3,640","2,159","6,718","7,843","7,167","1,992","2,516","4,154","2,517",1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,1.07,"3,977","5,566","2,735","3,891","2,308","7,182","8,384","7,662","2,129","2,690","4,441","2,691","3,977","5,566","2,735","3,891","2,308","7,182","8,384","7,662","2,129","2,690","4,441","2,691",274,384,189,268,159,495,578,528,147,185,306,186,"50,191","50,191","53,656",53656.0,3699.0,2021,NE_6779_2240,Natural Gas and Other Gases,NE_6779_2240_Natural Gas and Other Gases
2240,N,.,Lon Wright,City of Fremont - (NE),6779,NE,WNC,MRO,,22,1,Electric Utility,PV,SUN,SUN,SWPP,A,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1,447","2,165","3,430","3,518","3,992","5,027","4,700","4,528","3,865","2,382","1,805","1,356","1,447","2,165","3,430","3,518","3,992","5,027","4,700","4,528","3,865","2,382","1,805","1,356",164,245,388,398,451,568,531,512,437,269,204,153,0,0,"38,215",38215.0,4321.0,2021,NE_6779_2240,Solar,NE_6779_2240_Solar
2240,N,.,Lon Wright,City of Fremont - (NE),6779,NE,WNC,MRO,,22,1,Electric Utility,ST,NG,NG,SWPP,AM,mcf,"11,868","16,459","13,353","7,883","11,216","18,658","20,225","22,910","19,051","12,829","11,547","12,483","11,868","16,459","13,353","7,883","11,216","18,658","20,225","22,910","19,051","12,829","11,547","12,483",1.04,1.04,1.05,1.05,1.03,1.07,1.08,1.07,1.04,1.06,1.03,1.02,"12,390","17,117","14,047","8,293","11,575","19,871","21,782","24,560","19,794","13,560","11,905","12,758","12,390","17,117","14,047","8,293","11,575","19,871","21,782","24,560","19,794","13,560","11,905","12,758","1,128","1,521","1,153",581,970,"1,676","1,814","2,095","1,683","1,013","1,081","1,148","178,482","178,482","187,652",187652.0,15865.0,2021,NE_6779_2240,Natural Gas and Other Gases,NE_6779_2240_Natural Gas and Other Gases
2240,N,.,Lon Wright,City of Fremont - (NE),6779,NE,WNC,MRO,,22,1,Electric Utility,ST,SUB,COL,SWPP,AM,short tons,"26,672","27,487","22,015","12,554","18,779","32,954","39,757","38,904","27,014","14,797","25,595","26,740","26,672","27,487","22,015","12,554","18,779","32,954","39,757","38,904","27,014","14,797","25,595","26,740",17.06,17.37,17.27,17.39,17.78,17.91,17.72,17.29,17.49,17.38,17.53,17.67,"455,024","477,504","380,177","218,314","333,853","590,074","704,494","672,767","472,529","257,098","448,680","472,496","455,024","477,504","380,177","218,314","333,853","590,074","704,494","672,767","472,529","257,098","448,680","472,496","41,429","42,429","31,214","15,301","27,981","49,783","58,683","57,382","40,186","19,199","40,744","42,523","313,268","313,268","5,483,010",5483010.0,466852.0,2021,NE_6779_2240,Coal,NE_6779_2240_Coal
2277,N,.,Sheldon,Nebraska Public Power District,13337,NE,WNC,MRO,,22,1,Electric Utility,ST,NG,NG,SWPP,M,mcf,"2,192","2,271","2,691","2,596","3,697","1,465","2,334",127,142,535,0,"6,678","2,192","2,271","2,691","2,596","3,697","1,465","2,334",127,142,535,0,"6,678",1.06,1.06,1.07,1.07,1.08,1.08,1.08,1.09,1.09,1.06,0,1.05,"2,317","2,414","2,887","2,788","3,982","1,588","2,509",139,155,568,0,"7,005","2,317","2,414","2,887","2,788","3,982","1,588","2,509",139,155,568,0,"7,005",196,200,243,238,334,135,215,12,13,49,0,589,"24,728","24,728","26,352",26352.0,2224.0,2021,NE_13337_2277,Natural Gas and Other Gases,NE_13337_2277_Natural Gas and Other Gases
2277,N,.,Sheldon,Nebraska Public Power District,13337,NE,WNC,MRO,,22,1,Electric Utility,ST,SUB,COL,SWPP,M,short tons,"48,362","45,796","20,241","44,116","39,252","62,430","68,676","89,089","73,981","48,887",0,"33,220","48,362","45,796","20,241","44,116","39,252","62,430","68,676","89,089","73,981","48,887",0,"33,220",17.25,17.24,17.35,17.26,17.22,17.25,17.31,17.35,17.3,17.3,0,17.21,"834,245","789,386","351,100","761,398","676,037","1,076,793","1,188,782","1,545,694","1,279,871","845,843",0,"571,849","834,245","789,386","351,100","761,398","676,037","1,076,793","1,188,782","1,545,694","1,279,871","845,843",0,"571,849","70,408","65,401","29,571","65,086","56,792","91,598","101,897","131,935","108,905","72,784",0,"48,058","574,050","574,050","9,920,998",9920998.0,842435.0,2021,NE_13337_2277,Coal,NE_13337_2277_Coal
2322,N,.,Clark (NVE),Nevada Power Co,13407,NV,MTN,WECC,,22,1,Electric Utility,CT,NG,NG,NEVP,M,mcf,0,0,0,"40,730","851,850","1,376,690","1,734,080","1,272,830","764,780","35,670",0,0,0,0,0,"40,730","851,850","1,376,690","1,734,080","1,272,830","764,780","35,670",0,0,0,0,0,1.04,1.04,1.04,1.04,1.04,1.04,1.04,0,0,0,0,0,"42,237","882,517","1,426,251","1,798,241","1,318,652","794,606","36,918",0,0,0,0,0,"42,237","882,517","1,426,251","1,798,241","1,318,652","794,606","36,918",0,0,-228,-201,-213,"2,916","65,044","103,374","128,688","93,585","57,180","2,428",-208,-231,"6,076,630","6,076,630","6,299,422",6299422.0,452134.0,2021,NV_13407_2322,Natural Gas and Other Gases,NV_13407_2322_Natural Gas and Other Gases
2322,N,.,Clark (NVE),Nevada Power Co,13407,NV,MTN,WECC,,22,1,Electric Utility,GT,NG,NG,NEVP,M,mcf,"92,270","27,530","153,240","58,790","185,120","584,020","629,930","494,920","267,030","175,620","145,280","257,060","92,270","27,530","153,240","58,790","185,120","584,020","629,930","494,920","267,030","175,620","145,280","257,060",1.04,1.05,1.04,1.04,1.04,1.04,1.04,1.04,1.04,1.03,1.03,1.04,"95,961","28,796","159,216","60,965","191,784","605,045","653,237","513,232","277,177","181,415","150,220","267,599","95,961","28,796","159,216","60,965","191,784","605,045","653,237","513,232","277,177","181,415","150,220","267,599","8,489","2,489","14,009","5,256","16,655","46,926","56,742","45,164","24,167","15,405","13,296","24,144","3,070,810","3,070,810","3,184,647",3184647.0,272742.0,2021,NV_13407_2322,Natural Gas and Other Gases,NV_13407_2322_Natural Gas and Other Gases
2330,N,.,Fort Churchill,Sierra Pacific Power Co,17166,NV,MTN,WECC,,22,1,Electric Utility,ST,NG,NG,NEVP,M,mcf,"78,490","272,000","530,590","376,140","386,530","610,040","1,050,070","897,360","825,560","323,620","275,810","239,340","78,490","272,000","530,590","376,140","386,530","610,040","1,050,070","897,360","825,560","323,620","275,810","239,340",1.04,1.04,1.04,1.04,1.03,1.04,1.04,1.04,1.04,1.04,1.04,1.05,"81,787","283,424","552,344","389,681","399,672","631,391","1,087,873","936,844","854,455","336,241","286,842","250,110","81,787","283,424","552,344","389,681","399,672","631,391","1,087,873","936,844","854,455","336,241","286,842","250,110","6,404","22,737","44,616","32,696","34,117","54,390","92,495","80,907","68,928","27,466","25,048","20,503","5,865,550","5,865,550","6,090,664",6090664.0,510307.0,2021,NV_17166_2330,Natural Gas and Other Gases,NV_17166_2330_Natural Gas and Other Gases
2336,N,.,Tracy,Sierra Pacific Power Co,17166,NV,MTN,WECC,,22,1,Electric Utility,CA,NG,NG,NEVP,M,mcf,"176,450","127,520","103,520","171,820","90,620","210,770","350,130","259,140","155,520","72,480","50,360","144,020","176,450","127,520","103,520","171,820","90,620","210,770","350,130","259,140","155,520","72,480","50,360","144,020",1.04,1.04,1.04,1.04,1.04,1.03,1.04,1.04,1.04,1.05,1.05,1.05,"183,684","133,003","107,557","178,006","94,245","217,515","364,835","270,283","161,741","76,104","52,677","151,221","183,684","133,003","107,557","178,006","94,245","217,515","364,835","270,283","161,741","76,104","52,677","151,221","145,794","121,657","96,896","122,493","114,556","126,570","159,838","145,307","124,265","101,700","107,002","126,259","1,912,350","1,912,350","1,990,871",1990871.0,1492337.0,2021,NV_17166_2336,Natural Gas and Other Gases,NV_17166_2336_Natural Gas and Other Gases
2336,N,.,Tracy,Sierra Pacific Power Co,17166,NV,MTN,WECC,,22,1,Electric Utility,CT,NG,NG,NEVP,M,mcf,"2,725,640","2,318,050","1,834,260","2,128,860","2,297,410","2,304,820","2,524,780","2,450,570","2,374,310","2,078,740","2,219,570","2,342,480","2,725,640","2,318,050","1,834,260","2,128,860","2,297,410","2,304,820","2,524,780","2,450,570","2,374,310","2,078,740","2,219,570","2,342,480",1.04,1.04,1.04,1.04,1.04,1.03,1.04,1.04,1.04,1.05,1.05,1.05,"2,837,391","2,417,726","1,905,796","2,205,499","2,387,009","2,378,574","2,630,821","2,555,945","2,469,282","2,182,677","2,321,670","2,459,604","2,837,391","2,417,726","1,905,796","2,205,499","2,387,009","2,378,574","2,630,821","2,555,945","2,469,282","2,182,677","2,321,670","2,459,604","252,063","210,607","164,207","190,819","200,891","205,004","226,380","219,302","215,309","185,389","195,499","215,153","27,599,490","27,599,490","28,751,994",28751994.0,2480623.0,2021,NV_17166_2336,Natural Gas and Other Gases,NV_17166_2336_Natural Gas and Other Gases
2336,N,.,Tracy,Sierra Pacific Power Co,17166,NV,MTN,WECC,,22,1,Electric Utility,GT,NG,NG,NEVP,M,mcf,"76,780","130,930","22,360","15,630","66,770","289,030","424,950","404,600","223,540","47,030","9,560","94,350","76,780","130,930","22,360","15,630","66,770","289,030","424,950","404,600","223,540","47,030","9,560","94,350",1.04,1.04,1.04,1.04,1.04,1.03,1.04,1.04,1.04,1.05,1.05,1.05,"79,928","136,560","23,232","16,193","69,107","298,279","441,098","421,998","232,482","49,382","10,000","99,068","79,928","136,560","23,232","16,193","69,107","298,279","441,098","421,998","232,482","49,382","10,000","99,068","5,727","9,912","1,692","1,133","4,994","23,316","33,357","32,359","17,993","3,549",619,"7,289","1,805,530","1,805,530","1,877,327",1877327.0,141940.0,2021,NV_17166_2336,Natural Gas and Other Gases,NV_17166_2336_Natural Gas and Other Gases
2336,N,.,Tracy,Sierra Pacific Power Co,17166,NV,MTN,WECC,,22,1,Electric Utility,ST,NG,NG,NEVP,M,mcf,0,0,0,0,"30,040","232,920","389,440","282,750","173,480",0,0,0,0,0,0,0,"30,040","232,920","389,440","282,750","173,480",0,0,0,0,0,0,0,1.04,1.03,1.04,1.04,1.04,0,0,0,0,0,0,0,"31,091","240,373","404,239","294,908","180,419",0,0,0,0,0,0,0,"31,091","240,373","404,239","294,908","180,419",0,0,0,-136,-116,-134,-86,"2,088","19,442","32,995","23,299","14,453",-101,-109,-117,"1,108,630","1,108,630","1,151,030",1151030.0,91478.0,2021,NV_17166_2336,Natural Gas and Other Gases,NV_17166_2336_Natural Gas and Other Gases
2393,N,.,Gilbert,"Gilbert Power, LLC",63033,NJ,MAT,RFC,,22,2,NAICS-22 Non-Cogen,CT,NG,NG,PJM,AM,mcf,0,0,0,0,0,"170,618","67,757","199,615","48,973","153,617",0,"5,535",0,0,0,0,0,"170,618","67,757","199,615","48,973","153,617",0,"5,535",0,0,0,0,0,1.03,1.03,1.03,1.03,1.03,0,1.03,0,0,0,0,0,"175,737","69,790","205,603","50,442","158,226",0,"5,701",0,0,0,0,0,"175,737","69,790","205,603","50,442","158,226",0,"5,701",-844,-772,-576,-348,-324,"12,185","4,679","14,542","3,168","11,646",-492,-252,"646,115","646,115","665,499",665499.0,42612.0,2021,NJ_63033_2393,Natural Gas and Other Gases,NJ_63033_2393_Natural Gas and Other Gases
2393,N,.,Gilbert,"Gilbert Power, LLC",63033,NJ,MAT,RFC,,22,2,NAICS-22 Non-Cogen,GT,DFO,DFO,PJM,A,barrels,122,283,117,276,64,94,112,83,86,49,97,248,122,283,117,276,64,94,112,83,86,49,97,248,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,708,"1,643",679,"1,602",372,546,650,482,499,284,563,"1,440",708,"1,643",679,"1,602",372,546,650,482,499,284,563,"1,440",45,105,43,102,24,35,41,31,32,18,36,92,"1,631","1,631","9,468",9468.0,603.0,2021,NJ_63033_2393,Petroleum Products,NJ_63033_2393_Petroleum Products
2393,N,.,Gilbert,"Gilbert Power, LLC",63033,NJ,MAT,RFC,,22,2,NAICS-22 Non-Cogen,GT,NG,NG,PJM,A,mcf,"10,599","12,189","10,912","12,925","13,558","19,496","23,779","24,935","17,813","21,141","17,281","13,032","10,599","12,189","10,912","12,925","13,558","19,496","23,779","24,935","17,813","21,141","17,281","13,032",1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,"10,917","12,555","11,239","13,313","13,965","20,081","24,492","25,683","18,347","21,775","17,799","13,423","10,917","12,555","11,239","13,313","13,965","20,081","24,492","25,683","18,347","21,775","17,799","13,423",696,800,716,848,890,"1,280","1,561","1,637","1,169","1,387","1,134",855,"197,660","197,660","203,589",203589.0,12973.0,2021,NJ_63033_2393,Natural Gas and Other Gases,NJ_63033_2393_Natural Gas and Other Gases
2398,N,.,Bergen Generating Station,PSEG Fossil LLC,15147,NJ,MAT,RFC,,22,2,NAICS-22 Non-Cogen,CA,NG,NG,PJM,M,mcf,"39,212","8,502",0,183,"2,615","11,509","23,714","17,882",0,"8,015","2,658",0,"39,212","8,502",0,183,"2,615","11,509","23,714","17,882",0,"8,015","2,658",0,1.03,1.03,0,1.03,1.03,1.03,1.03,1.03,0,1.03,1.03,0,"40,388","8,749",0,188,"2,688","11,831","24,378","18,383",0,"8,239","2,735",0,"40,388","8,749",0,188,"2,688","11,831","24,378","18,383",0,"8,239","2,735",0,"69,454","71,237","4,958",-6,"12,144","44,604","88,323","106,668","40,987","51,556","83,956","-2,850","114,290","114,290","117,579",117579.0,571031.0,2021,NJ_15147_2398,Natural Gas and Other Gases,NJ_15147_2398_Natural Gas and Other Gases
2398,N,.,Bergen Generating Station,PSEG Fossil LLC,15147,NJ,MAT,RFC,,22,2,NAICS-22 Non-Cogen,CT,NG,NG,PJM,M,mcf,"1,431,837","1,425,937","190,059","68,447","386,647","1,165,821","2,062,361","2,518,273","923,334","1,135,280","1,768,321","5,585","1,431,837","1,425,937","190,059","68,447","386,647","1,165,821","2,062,361","2,518,273","923,334","1,135,280","1,768,321","5,585",1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.03,1.13,"1,474,792","1,468,715","195,761","70,432","397,473","1,198,464","2,120,107","2,588,785","949,187","1,167,068","1,819,602","6,300","1,474,792","1,468,715","195,761","70,432","397,473","1,198,464","2,120,107","2,588,785","949,187","1,167,068","1,819,602","6,300","131,732","137,725","17,471","5,342","31,967","96,738","180,666","224,760","83,442","99,499","159,474",0,"13,081,902","13,081,902","13,456,686",13456686.0,1168816.0,2021,NJ_15147_2398,Natural Gas and Other Gases,NJ_15147_2398_Natural Gas and Other Gases
